,book_title,star,title,format,review,helpful,sentiment
76,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Finally a book that does what it says on the tin,Format: Hardcover,"I simply loved this book. Nowadays it's all the trend to eat 'natural, whole foods' without counting the calories - but at the end of the day, it's simple maths - No matter how healthy coconut oil or raw almonds are, if you eat more calories than you burn, you're not going to loose weight... and that's exactly what was happened to me - I'd been eating lots of whole grains and fruit and nuts and 'healthy fats' like avocado and cashew butter but the weight simply wasn't coming off... This book finally got things back in order, the good old fashioned way - Seeing the calorie count for each recipe finally allowed me to get proper control over what I am really ingesting (and truly, isn't the point of preparing home cooked meals knowing what you're putting in your body?!!). The recipes are easy and delicious, and the chart that tells you what foods have the most pesticides from them was super useful as I now know what foods to buy organic and what foods I can buy regular, so I don't end up with a crazy grocery bill each month. All in all, I highly recommend this book if you actually want to loose weight beyond just eating healthy, it's one of the best investments I've made - super effective and an easy read as Rocco's tone is so personal and down to earth.",7 people found this helpful,1
77,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,GREAT guide to eating healthy,Format: Hardcover,"Over the past few years, Rocco has been part of a healthy eating initiative that has helped changed the way my wife and I think about and cook food. We have purchased several of his books in an effort to become healthier and found that we truly love the recipes. We were therefore excited to hear of his newest release, Cook Your Butt Off.

Once again, Rocco has successfully managed to combine healthy and delicious. However, this book has an added bonus. Rocco incorporated the Fitbit and outlines how many calories are burned while preparing his recipes. I have to admit, I was a little skeptical when seeing some of the numbers, but tried a few recipes and it is very accurate! A few of his dishes, such as the Banana Yogurt, actually contain fewer calories than what you burn making it.

Overall, Cook Your Butt Off is a great guide to eating healthy. It is not one of those cookbooks with beautiful pictures which many of us keep on the coffee table. Instead, it is more educational and packed with healthy and (from what I have tried) delicious recipes.",51 people found this helpful,1
78,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,It's the content that matters,Format: Hardcover,"As someone who had great success in losing weight and improving my health using Rocco's method, I'm happy to have another resource for easy and tasty recipes that promote my health and wellness. I've found the book informative and easy to use (which I think is an undervalued asset). I see what people are saying with respect to being surprised by the pics in the book, but I don't see how that's relevant to the value of the recipes and information. It's the look and taste of the food I actually make that matters to me. Rocco's book delivers a blueprint for success and I thank him for that.",4 people found this helpful,1
79,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Great recipes,Format: Hardcover,"I loved this book! The recipes are easy to make and fun. Even the kids enjoyed helping with them. As for taste, the recipes that we tried were a hit. Even our picky eater was enjoying the meals. I would highly recommend this book to anyone wanting to find healthier recipes for their family.",,1
80,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,easy to understand,Format: Hardcover,"I just want to say it’s an awesome writing style . great and easy to understand. I can't write enough about how much love the recipes in this book! The recipes are easy, the pictures are great and it's been a dining bonanza! It's also really well organized, which is so important. So read and great recipes information form the authore .",,1
81,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Rocco always on point...,Format: Hardcover,"Excellent book, easy to follow and some awesome meals.Eating healthy is a lifestyle change for many, this book can help you. Love the tie into loosing calories while preparing your meals!",2 people found this helpful,1
82,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,4,Well written,Format: Hardcover,Easy to read and well organized on how to lose weight in 2 weeks. Some great recipes and charts to help you stay organized. Gives some good alternatives to your favorite fatty foods. I think it should be easy to incorporate into your daily routine.,,1
83,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,another great book from the talented Rocco Dispirito,Format: Hardcover,"Wow, another great book from the talented Rocco Dispirito. Clear and easy to follow with a number of great must have recipes. Thanks Rocco, I am a real fan.",,1
84,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,4,Rocco is a delight to read,Format: Hardcover,"Rocco is a delight to read, you can almost see him dancing in the kitchen while whisking cream. My mother, who is trying to lose weight, and I tried a number of recipes and they are great. This approach makes sense and will be added to the shelves of Kitchigami Regional Libraries.",,1
85,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Five Stars,Format: Hardcover,"Fantastic, innovative book that makes cooking fun AND good for you. Easy to read, insightful, never inciteful. Bravo.",11 people found this helpful,1
89,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,"Yes, he's done it again...",Format: Hardcover,"Rocco has taken healthy cooking to an entirely new level. He's created a plethora of low-calorie recipes made with metabolism-boosting foods minus the gluten, lactose and refined sugar—three ingredients which have been shown to cause inflammation. Even better, he emphasizes the importance of farm to table concept, a.k.a. locally grown, toxic-free food. As a health writer, I can say he's hit on all the key points for living your most nutritious—and delicious—life. As for the Sweet Potato & Chocolate Truffles with Coconut—addictive!",6 people found this helpful,1
90,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Great!,Format: Hardcover,One of Rocco's best!,,1
91,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Great gluten-free recipes!,Format: Hardcover,Love Rocco and love this book even more! The gluten-free recipes are easy to follow and delicious.,One person found this helpful,1
92,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Five Stars,Format: Hardcover,great and easy to understand...love that you considered acid/alkaline,4 people found this helpful,1
93,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Rocco delivers another great book filled with delicious recipes and easy-to-follow instructions,Format: Hardcover,Rocco delivers another great book filled with delicious recipes and easy-to-follow instructions. This is a MUST BUY for anyone who is serious about their diet and health.,4 people found this helpful,1
94,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Its a Must-Have!,Format: Hardcover,"I love Rocco's new book, insightful with step by step guidelines! Its a must-have!",One person found this helpful,1
95,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,The Hits Keep Comin',Format: Hardcover,"I've been a fan of Rocco's for a long time now and with this new book, I'm glad to see that he's still on his game!",,1
96,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Five Stars,Format: Hardcover,Great item,,1
97,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Five Stars,Format: Hardcover,great,,1
99,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,"Yes, he's done it again...",Format: Hardcover,"Rocco has taken healthy cooking to an entirely new level. He's created a plethora of low-calorie recipes made with metabolism-boosting foods minus the gluten, lactose and refined sugar—three ingredients which have been shown to cause inflammation. Even better, he emphasizes the importance of farm to table concept, a.k.a. locally grown, toxic-free food. As a health writer, I can say he's hit on all the key points for living your most nutritious—and delicious—life. As for the Sweet Potato & Chocolate Truffles with Coconut—addictive!",6 people found this helpful,1
100,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Great!,Format: Hardcover,One of Rocco's best!,,1
101,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Great gluten-free recipes!,Format: Hardcover,Love Rocco and love this book even more! The gluten-free recipes are easy to follow and delicious.,One person found this helpful,1
102,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Five Stars,Format: Hardcover,great and easy to understand...love that you considered acid/alkaline,4 people found this helpful,1
103,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Rocco delivers another great book filled with delicious recipes and easy-to-follow instructions,Format: Hardcover,Rocco delivers another great book filled with delicious recipes and easy-to-follow instructions. This is a MUST BUY for anyone who is serious about their diet and health.,4 people found this helpful,1
104,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Its a Must-Have!,Format: Hardcover,"I love Rocco's new book, insightful with step by step guidelines! Its a must-have!",One person found this helpful,1
105,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,The Hits Keep Comin',Format: Hardcover,"I've been a fan of Rocco's for a long time now and with this new book, I'm glad to see that he's still on his game!",,1
106,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Five Stars,Format: Hardcover,Great item,,1
107,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Five Stars,Format: Hardcover,great,,1
109,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,"Yes, he's done it again...",Format: Hardcover,"Rocco has taken healthy cooking to an entirely new level. He's created a plethora of low-calorie recipes made with metabolism-boosting foods minus the gluten, lactose and refined sugar—three ingredients which have been shown to cause inflammation. Even better, he emphasizes the importance of farm to table concept, a.k.a. locally grown, toxic-free food. As a health writer, I can say he's hit on all the key points for living your most nutritious—and delicious—life. As for the Sweet Potato & Chocolate Truffles with Coconut—addictive!",6 people found this helpful,1
110,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Great!,Format: Hardcover,One of Rocco's best!,,1
111,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Great gluten-free recipes!,Format: Hardcover,Love Rocco and love this book even more! The gluten-free recipes are easy to follow and delicious.,One person found this helpful,1
112,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Five Stars,Format: Hardcover,great and easy to understand...love that you considered acid/alkaline,4 people found this helpful,1
113,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Rocco delivers another great book filled with delicious recipes and easy-to-follow instructions,Format: Hardcover,Rocco delivers another great book filled with delicious recipes and easy-to-follow instructions. This is a MUST BUY for anyone who is serious about their diet and health.,4 people found this helpful,1
114,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Its a Must-Have!,Format: Hardcover,"I love Rocco's new book, insightful with step by step guidelines! Its a must-have!",One person found this helpful,1
115,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,The Hits Keep Comin',Format: Hardcover,"I've been a fan of Rocco's for a long time now and with this new book, I'm glad to see that he's still on his game!",,1
116,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Five Stars,Format: Hardcover,Great item,,1
117,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Five Stars,Format: Hardcover,great,,1
119,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,"Yes, he's done it again...",Format: Hardcover,"Rocco has taken healthy cooking to an entirely new level. He's created a plethora of low-calorie recipes made with metabolism-boosting foods minus the gluten, lactose and refined sugar—three ingredients which have been shown to cause inflammation. Even better, he emphasizes the importance of farm to table concept, a.k.a. locally grown, toxic-free food. As a health writer, I can say he's hit on all the key points for living your most nutritious—and delicious—life. As for the Sweet Potato & Chocolate Truffles with Coconut—addictive!",6 people found this helpful,1
120,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Great!,Format: Hardcover,One of Rocco's best!,,1
121,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Great gluten-free recipes!,Format: Hardcover,Love Rocco and love this book even more! The gluten-free recipes are easy to follow and delicious.,One person found this helpful,1
122,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Five Stars,Format: Hardcover,great and easy to understand...love that you considered acid/alkaline,4 people found this helpful,1
123,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Rocco delivers another great book filled with delicious recipes and easy-to-follow instructions,Format: Hardcover,Rocco delivers another great book filled with delicious recipes and easy-to-follow instructions. This is a MUST BUY for anyone who is serious about their diet and health.,4 people found this helpful,1
124,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Its a Must-Have!,Format: Hardcover,"I love Rocco's new book, insightful with step by step guidelines! Its a must-have!",One person found this helpful,1
125,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,The Hits Keep Comin',Format: Hardcover,"I've been a fan of Rocco's for a long time now and with this new book, I'm glad to see that he's still on his game!",,1
126,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Five Stars,Format: Hardcover,Great item,,1
127,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Five Stars,Format: Hardcover,great,,1
129,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,"Yes, he's done it again...",Format: Hardcover,"Rocco has taken healthy cooking to an entirely new level. He's created a plethora of low-calorie recipes made with metabolism-boosting foods minus the gluten, lactose and refined sugar—three ingredients which have been shown to cause inflammation. Even better, he emphasizes the importance of farm to table concept, a.k.a. locally grown, toxic-free food. As a health writer, I can say he's hit on all the key points for living your most nutritious—and delicious—life. As for the Sweet Potato & Chocolate Truffles with Coconut—addictive!",6 people found this helpful,1
130,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Great!,Format: Hardcover,One of Rocco's best!,,1
131,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Great gluten-free recipes!,Format: Hardcover,Love Rocco and love this book even more! The gluten-free recipes are easy to follow and delicious.,One person found this helpful,1
132,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Five Stars,Format: Hardcover,great and easy to understand...love that you considered acid/alkaline,4 people found this helpful,1
133,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Rocco delivers another great book filled with delicious recipes and easy-to-follow instructions,Format: Hardcover,Rocco delivers another great book filled with delicious recipes and easy-to-follow instructions. This is a MUST BUY for anyone who is serious about their diet and health.,4 people found this helpful,1
134,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Its a Must-Have!,Format: Hardcover,"I love Rocco's new book, insightful with step by step guidelines! Its a must-have!",One person found this helpful,1
135,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,The Hits Keep Comin',Format: Hardcover,"I've been a fan of Rocco's for a long time now and with this new book, I'm glad to see that he's still on his game!",,1
136,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Five Stars,Format: Hardcover,Great item,,1
137,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Five Stars,Format: Hardcover,great,,1
139,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,"Yes, he's done it again...",Format: Hardcover,"Rocco has taken healthy cooking to an entirely new level. He's created a plethora of low-calorie recipes made with metabolism-boosting foods minus the gluten, lactose and refined sugar—three ingredients which have been shown to cause inflammation. Even better, he emphasizes the importance of farm to table concept, a.k.a. locally grown, toxic-free food. As a health writer, I can say he's hit on all the key points for living your most nutritious—and delicious—life. As for the Sweet Potato & Chocolate Truffles with Coconut—addictive!",6 people found this helpful,1
140,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Great!,Format: Hardcover,One of Rocco's best!,,1
141,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Great gluten-free recipes!,Format: Hardcover,Love Rocco and love this book even more! The gluten-free recipes are easy to follow and delicious.,One person found this helpful,1
142,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Five Stars,Format: Hardcover,great and easy to understand...love that you considered acid/alkaline,4 people found this helpful,1
143,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Rocco delivers another great book filled with delicious recipes and easy-to-follow instructions,Format: Hardcover,Rocco delivers another great book filled with delicious recipes and easy-to-follow instructions. This is a MUST BUY for anyone who is serious about their diet and health.,4 people found this helpful,1
144,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Its a Must-Have!,Format: Hardcover,"I love Rocco's new book, insightful with step by step guidelines! Its a must-have!",One person found this helpful,1
145,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,The Hits Keep Comin',Format: Hardcover,"I've been a fan of Rocco's for a long time now and with this new book, I'm glad to see that he's still on his game!",,1
146,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Five Stars,Format: Hardcover,Great item,,1
147,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Five Stars,Format: Hardcover,great,,1
149,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,"Yes, he's done it again...",Format: Hardcover,"Rocco has taken healthy cooking to an entirely new level. He's created a plethora of low-calorie recipes made with metabolism-boosting foods minus the gluten, lactose and refined sugar—three ingredients which have been shown to cause inflammation. Even better, he emphasizes the importance of farm to table concept, a.k.a. locally grown, toxic-free food. As a health writer, I can say he's hit on all the key points for living your most nutritious—and delicious—life. As for the Sweet Potato & Chocolate Truffles with Coconut—addictive!",6 people found this helpful,1
150,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Great!,Format: Hardcover,One of Rocco's best!,,1
151,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Great gluten-free recipes!,Format: Hardcover,Love Rocco and love this book even more! The gluten-free recipes are easy to follow and delicious.,One person found this helpful,1
152,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Five Stars,Format: Hardcover,great and easy to understand...love that you considered acid/alkaline,4 people found this helpful,1
153,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Rocco delivers another great book filled with delicious recipes and easy-to-follow instructions,Format: Hardcover,Rocco delivers another great book filled with delicious recipes and easy-to-follow instructions. This is a MUST BUY for anyone who is serious about their diet and health.,4 people found this helpful,1
154,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,Its a Must-Have!,Format: Hardcover,"I love Rocco's new book, insightful with step by step guidelines! Its a must-have!",One person found this helpful,1
155,Cook Your Butt Off!: Lose Up to a Pound a Day with Fat-Burning Foods and Gluten-Free Recipes,5,The Hits Keep Comin',Format: Hardcover,"I've been a fan of Rocco's for a long time now and with this new book, I'm glad to see that he's still on his game!",,1
