,book_title,star,title,format,review,helpful,sentiment
45,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,4,Good resource,,"It's okay. No pictures (which I love) but lots of choices of different foods. If you want to know how to cook octopus or squid there are recipes for that! It's not a thrilling cook book, more of a resource for cooking times and basic instructions.",One person found this helpful,1
46,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Instapot recipe book with great looking food.,,Arrived quickly. Has great sounding recipes with variety of foods.,2 people found this helpful,1
47,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,4,"This cookbook is a good resource, but I was a bit disappointed I ...",,"This cookbook is a good resource, but I was a bit disappointed I still have to use other books to find everything.",One person found this helpful,1
48,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,4,Try the Kindle sample copy before buying,,Found a few interesting recipes but mostly off the wall stuff I would never try. I would down load a kindle sample copy before buying.,,1
49,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,Every recipe I have tried is very good!,2 people found this helpful,1
50,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,Great Book... Thanks for a well written book..,3 people found this helpful,1
51,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,4,Incomplete or missing instructions,,"The cookbook has lots of good recipes but I have honestly found a mistake or incomplete directions on over half the recipes I have done. Everything has come out tasty, I just have to improvise.",One person found this helpful,1
52,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,Great recipes!,2 people found this helpful,1
53,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Very versatile recipes,Format: Kindle Edition,Very nice book and something for everyone,,1
54,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,Great Book,2 people found this helpful,1
56,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,My husband and I love this Instant Pot and it really is so much ...,,"My husband and I love this Instant Pot and it really is so much fun. Instead of waiting all day for the crockpot, we just weight a few minutes and walla!",,1
57,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Excellent instant pot cookbook,,Very good instructions for very good recipes. Have used this over other recipe books for pressure cooking.,,1
58,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,GREAT,Format: Kindle Edition,Its going to take me forever to cook everything in this cookbook its great. Easy to read the pictures are edible also. Thanks,,1
59,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,great recipes I already tried a few and got them right the first time around.,,1
60,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,4,Good recipes.,,Purchased this as a gift for my brother - he seems to really like it.,,1
61,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,4,Four Stars,,For my wife she is just getting started,One person found this helpful,1
62,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,great,,all my neighbors want to borrow. great recipes,,1
63,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,Love this pot. Everything single thing I have cooked in it has turned out perfect. Easy to use.,,1
64,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Great choice,,"Good variety of recipes, but some of them call for settings I don’t have on my pot. I improvised and it all came out great.",,1
65,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,4,I did was sent a other copy and it was fine.,Format: Kindle Edition,"The first copy I was sent was not usable, it had ink smears on every page. I did was sent a other copy and it was fine.",,1
177,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,4,Four Stars,,I like the large selections and the 2 I've tried so far. I would like to have had pictures.,,1
178,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,4,Four Stars,,Too many recipes that wouldn't be used by the average family.,,1
179,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,nice,,"recipes
easy to read",,1
180,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,very happy Looking forward to trying a lot more in the ...,,"Tried a couple of recipes out of the book so far, very happy Looking forward to trying a lot more in the future",,1
181,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,"We tried 3 of the recipes so far, all delicious. Can’t wait to try many many more.",,1
182,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,4,Four Stars,,So far so good,,1
183,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,4,Four Stars,Format: Kindle Edition,needs illustrations,,1
184,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,Great tips!,,1
185,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,My wife loves it.,,1
186,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,love the recicpes,,1
188,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,4,Four Stars,,"A lot of good sounding receipes, but a lot of receipes I would not try.",,1
189,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,Format: Kindle Edition,Made my wife a much better cook!!!,,1
190,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,Very good and easy recipes! Just what I needed!,,1
191,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,lots of great recipes.,,1
192,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,"Excellent cookbook, could use a bit more organization",,"This is a great cookbook. However, its organization is kind of slapdash. It would be nice to have pictures, but it's not necessary. I went through with a highlighter to section the cookbook off into the different types of cuisine (desserts, side dishes, seafood, etc.)

All of the recipes use fresh ingredients and there are foods from all parts of the world.

I've tried five recipes so far and each has been a hit with my family.

This is a good price for a useful cookbook.",21 people found this helpful,1
193,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,Nice book !,,1
194,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,luv it,,1
195,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Great book,,Great book. Lot of great recipes. I recommend this cookbook to anyone.,,1
196,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Easy to follow and taste good,,I Iike the recipes. Easy to follow and taste good!,,1
197,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,a good mix of recipes,One person found this helpful,1
199,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,Best thing I have ever bought!,,1
200,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,Format: Kindle Edition,Great recipes,,1
201,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,4,Four Stars,,No pictures. Many recipes.,,1
202,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,great cook book,,1
203,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,4,Four Stars,Format: Kindle Edition,"nice selection, variety",,1
204,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,4,Instant pot book,,Book has a lot of recipes. I have only browsed through it.,,1
205,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,4,Four Stars,,"Good recipes, no pictures.",,1
206,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,4,Four Stars,,good book,,1
207,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,I love cook books,3 people found this helpful,1
208,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Great for the on the go mom,,Great recipes,3 people found this helpful,1
210,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,"Still reading all the great recipes, but will definitely use this!",2 people found this helpful,1
211,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,4,... of the recipes yet but the meat recipes look good.,Format: Kindle Edition,I haven’t made any of the recipes yet but the meat recipes look good.,2 people found this helpful,1
212,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,She loved it!,,This was a Christmas gift to a friend. She loved it!,One person found this helpful,1
213,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,Great recipes. Delicious meals.,One person found this helpful,1
214,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,It was amazing!!,,Made some shrimp risotto tonight. It was amazing!!!!,One person found this helpful,1
215,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Get This With Your Instant Pot,,Excellent cookbook. Two men are each totally loving their Instant Pots and this cookbook.,,1
216,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,Great receipes,One person found this helpful,1
217,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,Great recipes.,One person found this helpful,1
218,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,light weight and warm does the job,,light weight and warm does the job,,1
219,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,Good book for Instant Pot recipes,,1
276,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,"I enjoy my instant pot cookbook. Have already tried some recipes, and they were great.",,1
277,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,Great cookbook with lots of options for my Instant Pot. Will evaluate over time,,1
278,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,I love this instant pot cookbook,,I love this instant pot cookbook. I am looking forward to create a lot of tasty meals with this cook book.,,1
279,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,"Recipes look so tempting! With hundreds recipes, we'll never run out of ideas.",,1
280,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,"I love making things in the instant pot, and now I have even more recipes to try!",,1
281,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Wonderful and amazing cookbook,,Wonderful and amazing cookbook! I loved it! It is so helpful to me and I have learned a lot from it,,1
282,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,It seems to cover everything! Has many recipes to cook with your instant pot.,,1
283,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Got it for my mom. She loves it and ...,,Got it for my mom. She loves it and she is cooking all kinds of things in the instant pot.,,1
284,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,I'm sure we'll enjoy it for ages,,"Well, what can I say about this instant pot cookbook? I'm sure we'll enjoy it for ages!",,1
285,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,I love that the recipes are not a copy of other ...,,"I love that the recipes are not a copy of other recipes from a other books, as so many are",,1
287,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,This cookbook is easy to use and produce awesome dishes. I especially like meat recipes.,,1
288,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,Excellent instant pot cookbook to have as a novice or expert cook.,,1
289,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Best instant pot cooking book I've had and I had ...,,"Best instant pot cooking book I've had and I had quite a few. If I can't decide what to cook I just look through the book. Purchased as a present for the close friend, but after seeing how great it is, I'm buying myself one more!",One person found this helpful,1
290,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,"A welcome addition to our kitchen. Replaces our old pressure cooker, slow cooker and steamer. It works well.",2 people found this helpful,1
291,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,... inside that everyone should find something that they would like to try,,There is enough various recipes inside that everyone should find something that they would like to try.,2 people found this helpful,1
292,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,This is a good starter book of recipes,,1
293,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Awesome cookbook,,This cookbook is awesome! Well worth the $!,,1
294,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,This book is very good! I think the Instant Pot is the best ...,,"This book is very good! I think the Instant Pot is the best thing I have in the kitchen! I can use it every day, and I'll not get bored or tired. The meals are yummy, I've never tried something like that!",,1
295,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Got this for my daughter for Christmas to go with ...,,Got this for my daughter for Christmas to go with her new instant pot. Leafed through it before giving away. May get one for me.,,1
296,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Beautiful book with many exceptional recipes,,Beautiful book with many exceptional recipes. This instant pot is a life saver having dinner ready after work. A bargain! Ty!,,1
298,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Got this as a Christmas gift for my mother and ...,,Got this as a Christmas gift for my mother and she adores it. I can't wait for her to start cooking something new!!,,1
299,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,but I have never used or a loved a cookbook as much as this one,,"I haven't tried any recipes yet, but I have never used or a loved a cookbook as much as this one! Great recipes, real food for real working families.",,1
300,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,4,I recommend the book,,Received. A lot of recipes in the book but no pictures. I recommend the book,One person found this helpful,1
301,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,4,Four Stars,Format: Kindle Edition,Have found some good recipes.,,1
302,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,needed this for my instant pot I bought,,1
303,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,Format: Kindle Edition,"Love it. Have made a few recipes, all were good.",,1
304,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Five Stars,,As Described.,,1
305,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,Easy to follow directions and quite simple ingredient list,,"Easy to follow directions and quite simple ingredient list. Found it very useful for my diet. Great range and l love everything I've tried! I usually get bothered with cookbooks because they have difficult instructions, and I honestly hate cooking, but this cookbook has been really user friendly. Would certainly recommend!",12 people found this helpful,1
306,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,You can make flan!!!!,Format: Kindle Edition,"Very informative, great recipes. There is even a recipe for flan. Who knew there was so much you could do with this. I highly recommend this book to both the novice and the experienced cook. Happy Eating.",,1
307,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,5,I highly recommend this book to all the people who would like ...,,"I highly recommend this book to all the people who would like to get healthier and lose some extra weight – especially the young mothers like me! Girls, this is the perfect book for us!!",,1
384,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Worsr cookbook ever !,,"This is the worst cookbook I have ever seen ! It has the most horrendous recipes in my opinion ! Unless your diet includes squid, goose, goat, mussels, octopus, among other disgusting ingredients you would not use this book. There is a chicken and beef as well as vegetables and dessert sections but if my pot had previously had the first listed items cooked in it I would dispose of my instant pot. It is hard to believe that this book is used by anyone in American kitchens . Ugh ! If a cookbook could turn you into a vegetarian this is the one !",2 people found this helpful,0
385,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,"Agree with other negative reviews regarding ingredients. PLUS, ...",,"Agree with other negative reviews regarding ingredients. PLUS, the carbohydrate, calorie counts etc are just plain wrong. I'd donate this to a library but I don't want others to fall for the same fallacies in the book.",6 people found this helpful,0
386,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,This cookbook has NO PICTURES in it which some of ...,,This cookbook has NO PICTURES in it which some of the 5 star ratings said it did. So many strange recipes that the average person would never make. Some of the recipes don't even make sense. I rarely return stuff because of the hassle but I don't even want this cookbook taking up space. So misleading to the consumer of how this is marketed.,14 people found this helpful,0
387,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,Nothing more than a self-published book full of errors,,"The book arrived today and my husband and I are very disappointed. I was expecting more of a traditional cookbook with photos and a traditional format but this is just a simple, text-only, print-on-demand, self-published book. If the content was good then the appearance would not have mattered but I noticed errors right away browsing through the recipes. For example, beef recipes on pages 98 and 99 each call for 10 POUNDS of beef! The cooking time summary at the top of the recipes doesn't always match the time listed in the detailed descriptions. In short, this content has not passed the scrutiny of an editor as a legitimately published cookbook would have. I'm giving this cookbook two stars because it is (just barely) as described on the product page but the errors I noticed through quickly browsing the book make me not trust the content so I will be returning this item.

I could not believe why there were so many 5-star reviews for this cookbook so I ran the reviews through ReviewMeta and FakeSpot and they both failed. My husband thought he checked the reviews before having me order this but clearly he did not. We both now know we have to run reviews past these websites before buying anything on Amazon to weed out any fake reviews.",7 people found this helpful,0
388,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,"Good for ideas, not execution",,"This, like most IP recipes that I've seen online, gives you ""total prep"" times that aren't realistic because the IP doesn't INSTANTLY HEAT to pressure cooking. Get to know your pot. Ours takes 10-15 minutes to get pressure, so you have to factor that into every recipe - and some of them have you pressure cooking more than once per meal.

Also - after trying a few, we have needed to tweak times/ingredients/etc to make them work better. This is great for some ideas, but definitely try them out before cooking a meal for others straight out of this book (and supplement with similar ideas/recipes online).",One person found this helpful,0
389,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,DO NOT BUY!!!,,"DO NOT BUY. Full of typos, useless recipes, and silly comments. Don't know how it got 700+ good reviews. Someone is gaming the review system. Book is junk.",5 people found this helpful,0
390,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,Don't buy this cookbook,,Have tried several recipes and they do not work in my Instant Pot. They don't call for enough liquid. I have found this is not on the approved IP cookbook list....my mistake. I would like to return it but Amazon does not give me that option. Don't bother with this cookbook.,4 people found this helpful,0
391,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Do Not Buy,,I unfortunately boUght this book based on all the positive reviews but as many others have noted there are numerous errors. 10 lbs of beef for 4 servings. 1/4 cup of garlic powder with 4lbs of pork...and many other issues. I will be sending this back. I just purchased my instant pot and was excited to try some recipes but these would be a complete disaster.,11 people found this helpful,0
392,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Too complex with mistakes,,Bought this cookbook for my just purchased pressure cooker. I wouldn't buy again. There are a lot of recipes but not what I was looking for. Wanted something more simple. This is not for someone looking for simple dishes. It also seems to have been quickly put together as it has quite a few typos.,3 people found this helpful,0
393,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,Error ridden,,"I haven't tried cooking from this book, but I found a number of errors just reading through the recipes. One recipe called for ""curd."" Bean curd? Cheese curd? Lemon curd? Another main dish called for sugar, with no quantity. Another called for 10 pounds of meat. Given all these obvious errors, I suspect there are also nonobvious ones that would cause less than acceptable results. Too bad; returning.",2 people found this helpful,0
439,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,"Some recipes are good, but some are just very out there ang ...",,"Some recipes are good, but some are just very out there and nothing I would ever make with weird ingredients. Wish it had some pictures but it is just the recipes.",,0
440,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Didn’t realize it had zero pics. Just learning the ...,,Didn’t realize it had zero pics. Just learning the instant pot and hoped to see a few pics . I’m going to resell mine.,2 people found this helpful,0
441,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,but a good number are for things I'd never make,,"It's OK. There are a ton of recipes, but a good number are for things I'd never make. There are no pictures and directions are written all smashed together in one paragraph, not as easy to follow as a clearly stepped out set of directions.",,0
442,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,No photos,,"Not sure yet about the quality of the recipes, but there is not a single picture of the food in the cookbook. I much prefer a picture to help gauge my interest in a dish or meal.",3 people found this helpful,0
443,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Clueless author,Format: Kindle Edition,"No one pot recipes, defeats the purpose of buying the instapot. Author is ABSOLUTELY clueless on the concept!",,0
444,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,No photos of any Recipes,,It would be nice to have photos of the recipes. This is blind cooking!,One person found this helpful,0
445,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,"I like pictures, so I ordered a different one",,"gave it to a friend. I like pictures, so I ordered a different one.",One person found this helpful,0
446,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,There are much better IP cookbooks out there,,"I was very disappointed in this cookbook. Many of the recipes are redundant. After going through most of the pages, my opinion is that this book was just thrown together to capitalize on the Instant Pot craze.",,0
