,book_title,star,title,format,review,helpful,sentiment
20,Vegan on the Cheap,5,Delicious and Nutritious!,Format: Kindle Edition,"This is a wonderful cookbook. I am not strictly vegan, but I like to cook vegan a lot of the time, for health and budgetary reasons. This cookbook is just what I've been looking for to help me expand my vegan vocabulary in the kitchen (and better stick to my grocery budget)!

I love that these recipes are based on whole foods ingredients and are not overly-reliant on soy products; I really dislike vegan cookbooks that just try to recreate meat-based recipes with soy - not my thing. So far, I have made a number of the soups in the cookbook and they have turned out wonderfully - extremely flavorful, but also low-fat and chock full o' veggies. I'm looking forward to making more.

My one complaint about the book would be that I would like to see nutritional information alongside the recipes; just think that would be healthy.

For Kindle users: the layout of this cookbook in the Kindle is great. I have some other cookbooks on my Kindle that have awkward design flaws, but this reads really nicely in e-book format.",10 people found this helpful,1
22,Vegan on the Cheap,5,Wonderful!,Format: Kindle Edition,"I bought this book to make inexpensive vegan meals. I kind of thought that I wouldn't like the recipes as well as the other vegan cookbooks I have because these are more budget friendly. However, I was so wrong! I looove everything I've made from this cookbook! My husband always gives rave reviews to these recipes as well! I also made the ""comfort loaf"" recipe for my parents and they always use it as an example of something I could bring to future family pot lucks. I highly recommend this book!",3 people found this helpful,1
23,Vegan on the Cheap,5,Buy it just to have this recipe!!!,Format: Paperback,"I just made the Pumpkin Spice cake with chocolate glaze...OMG!!!! Sooo good! I am so making this for the holidays over and over again!! I really like this book. I have made several recipes that I like... Quick lo mein is very good! I can also vouch for the cheezee sauce, mushroom gravy, faux Parmesan and the homemade Mayo. I have tagged soo many recipes that I want to try. Next on my list is her pizza recipe with homemade pepperoni!!! Get this book!! You won't be sorry!! Recipes are easy to follow!!",4 people found this helpful,1
24,Vegan on the Cheap,5,Fantastic and very good food to boot,Format: Paperback,"I am new to Veganism and am loving it, but like anything there is a learning curve. My husband is borderline and tries to be supportiveand this book was a lifesaver for me. It allowed me to please his palette while thoroughly enjoying real recipes as a family. I recommend this book very highly to Vegans and non-Vegans alike.

We love the bean burgers, wheatballs in sandwiches and sketti, and more to discuss than possible. Everyone should make this a part if their library. I also love the spruce it up option or cheap it out.

Woot for this great find.",3 people found this helpful,1
25,Vegan on the Cheap,5,Robin Robertson knows what she's doing...,Format: Paperback,"This cookbook is AMAZING. The meals are so cheap to put together - really cut down my grocery bill - but they taste like they cost a lot of money to make! I haven't made anything out of this cookbook that wasn't fantastic. I especially enjoyed and have made a part of my weekly menu rotation: Oven-Dried Tomatoes, Wheatballs (wayyy better taste/texture than Veganomicon and Happy Herbivore), Blushing Alfredo Fettucine (fave!), Penne-Wise Peanutty Pasta, Polenta with Pan-Seared Mushrooms and Tomatoes, Barbecued Black Bean and Tofu Burritos, Smoky Tempeh with Cabbage and Potatoes, Tortilla Strata, and Baked Ziti. In addition to being scrumptious, all of these meals were relatively easy to make. I look forward to trying more recipes crafted by Ms. Robertson!",3 people found this helpful,1
26,Vegan on the Cheap,5,Cheap prices and great flavors,Format: Paperback,Quick easy meal without a million ingredients with cheats that will kick it up a notch. My family lives for the pepperoni. We are also huge tabouli fans!,,1
27,Vegan on the Cheap,4,great little book to have,Format: Paperback,I love this book because it is simple and easy. I am not a 'cook'..I like to throw things together fast and easy. I don't keep tons of things on hand and this book gives you the basics that you need. It has a nice variety of meals too. This book is so affordable. (my only wish is that it came with some photos). I would highly recommend it as a great addition to your collection or as a first. And I would also suggest you check out her website...it's full of great ideas too!,9 people found this helpful,1
28,Vegan on the Cheap,4,Good for beginner vegans,Format: Paperback,"I've only made about 3 recipes from this book, so It's a little early to review; I'm just getting my feet wet in the vegan style. I like the way the author gives little tips on what to get, what to stay away from. It's like having a friend or family member keeping me on track. I do wish the index were more extensive, especially by ingredient; I have to waste a lot of time back-tracking!",3 people found this helpful,1
29,Vegan on the Cheap,5,Good food @ a price you can live with.,Format: Kindle Edition,"I use the homemade marinara recipe often, tripling the batch and freezing it in 24oz. portions for quick weeknight meals. The flavor profiles are good and offer a wide variety. I'm an excellent cook who fell on hard economic times and these recipes are very doable on food stamps which only provide $4 a day per person.",3 people found this helpful,1
30,Vegan on the Cheap,5,Great cookbook - do not loan to friends,Format: Paperback,"I really love this cookbook. Great easy recipes and very detailed instructions for the cooking challenged. I found several recipes that even my meat eating husband likes.

Do not under any circumstance loan this to a friend. They will love it too and steal it forever. I will have to buy this again and I wont make the same mistake twice. The 2nd copy will be kept hidden for only my eyes to see!",5 people found this helpful,1
31,Vegan on the Cheap,5,I Love This Cookbook!,Format: Paperback,"I am sitting here at the computer and have just finished licking the bowl that had Peanutty Pumpkin Stew in it. OMG it so good. I also enjoyed the Vegetable Lentil Stew. I normally don't cook with wine because I don't drink it but I made a trip to the liquor store to get the small little bottles of red and white wine they sell there. I am so glad I did. It really makes the stew! Both of these stews freeze and reheat very well. I have made the Pasta Slaw several times. The last time, I omitted the pasta and walnuts, added a serving of Soy delight ""chicken"" nuggets pacific rim with agave, diced (from Earth Fare), reduced some of the olive oil, added some toasted sesame oil and a little sriracha sauce. Extremely Yummy! I have decided to work my way through ""Vegan on the Cheap"". Thanks for such great recipes!",7 people found this helpful,1
33,Vegan on the Cheap,5,I love it!,Format: Paperback,"I'm thrilled to have purchased this book! In these financial times it's refreshing to get a cookbook filled with ways to help you save money and still create a great meal. So many cookbooks today contain recipes that are loaded with expensive ingredients. This one is different. And I love it for that! It is loaded with great tips on saving money, as well as great recipes! My favorite veggie burger recipe ever is in this book! Two thumbs up!",9 people found this helpful,1
34,Vegan on the Cheap,4,Excellent recipes at a great price!,Format: Paperback,"I can feed my entire family a healthy meal for less than $2 per person, many recipes are around $1 per serving. She uses a lot of staples that I have in my kitchen/pantry anyway so it's easy to make almost anything in the book on any night. The recipes are very flavorful, quick and delicious. I just wish there were more photos. I'm a very visual person and I miss the pictures!",4 people found this helpful,1
35,Vegan on the Cheap,5,straightforward ingredients,Format: Paperback,"Love that she prices her meals, new to vegan diet, it is a food change than just cutting out meat! Appreciate that the ingredients arent too expensive/never use them after this recipe,but thats not the case here. Downside there is not much pictures, but I'll live! Already recommended on Instagram :)",One person found this helpful,1
36,Vegan on the Cheap,5,Great!,Format: Paperback,"I am in LOVE with Vegan on the Cheap by Robin Robertson. Our family loves to eat the Tortilla Strata and the Positively Pantry Chili. I love how the meals are cheap(all under $2.00 a serving!) It has over 200 pages of recipes, and every recipe I have made I liked! But if you like to look at pretty pictures, this cookbook is not for you as there are no pictures.",6 people found this helpful,1
37,Vegan on the Cheap,5,Awesome!,Format: Paperback,"Fanrastic ideas! It is seamless, offering different ways to create a delish meal, without breaking the bank. Highly auggest this to college students, singles, or people on the go!",,1
38,Vegan on the Cheap,5,Great little cookbook!,Format: Paperback,"This is a great everyday basic cookbook. I love that it has tips for shopping and saving money- as well as splurges you could add to the recipes if you are so inclined. Most of the recipes I've made have been simple and delicious! The Wheatballs are my favorite ""meat"" ball recipe to date. Moroccan Chickpeas and Couscous, Polenta Pizza, Caldo Verde, Orzo Pilaf and Lemony Chickpea Patties are all easy to make and just good food!",3 people found this helpful,1
39,Vegan on the Cheap,5,A must for your vegan cookbook collection.,Format: Paperback,I make so many dishes in this cookbook. So well designed. Easy to follow. Nothing complicated. AND thrifty! Be prepared to bend over corners and mark up the pages!,3 people found this helpful,1
40,Vegan on the Cheap,5,This book has great recipes. Found this book at our library and ...,Format: Paperback,"This book has great recipes. Found this book at our library and I always bookmark the pages of the recipes that I want to try. Had over 15 bookmarks. Knew it was better to buy the book and easier, than to make copies of all the recipes. Happy with the cookbook.",,1
41,Vegan on the Cheap,5,Favorite vegan cookbook!,Format: Paperback,"I have a stack of recipe books, but this is the one I always go back to. The recipes use common ingredients, and when my pantry is low but I want to squeeze one more meal out of it, this recipe book never fails to deliver an idea. I also find the recipes easy to embellish to suit my taste or use what's on hand. Definitely my favorite in the stack. Buy!",One person found this helpful,1
42,Vegan on the Cheap,5,Perfect Cookbook for College,Format: Paperback,"As an experiment this semester, I decided to give a vegan diet a try. I cook pretty much all of my food in my apartment and wanted recipes that were healthy, cheap and uncomplicated. This cookbook has fit the bill perfectly. I love how the author takes a page to list all of the ingredients used in the book; a lot of them are things most people keep stocked anyways (onions, peanut butter, rice), along with a few less common goods (like nutritional yeast).

So far I've tried some of the chilies, which are delicious and convenient crock-pot fare, along with the tofu-derived sour cream. Unsurprisingly, it doesn't taste exactly like the real deal, but is a perfect base for all those dip mixes for a great pairing with carrot sticks and the like. I'm excited to try more recipes from this book, especially since I know I can fit it into my tight budget!",4 people found this helpful,1
55,Vegan on the Cheap,5,Delicious!,Format: Paperback,"Every recipe I have tried in this book is delicious. So much so that I keep going back to the same ones to eat them over and over. I've never cared for meat substitutes at all but I have tried the ones in this book just to try them and they are the best I've had - tasty in their own right. I didn't care much for the cheese substitute stuff though, but if you are craving cheese, it's about as close as you can get to the taste. You will definitely need a food processor if you don't already have one. Some of the recipes (esp. meat substitutes) are a lot of work so if you are looking for quick recipes (some of them are), this is probably not for you.",One person found this helpful,1
56,Vegan on the Cheap,4,Looks more like a study book and less like a cookbook,Format: Paperback,I wish there were more pictures. It is also very compact with information. Looks more like a study book and less like a cookbook. But there are some wonderful recipes. The author did a lot of research to get this book completed and that is very impressive.,,1
57,Vegan on the Cheap,5,Vegan Bible,Format: Kindle Edition,"Such a great little e book! This has so many good tips, lots of recipes, and is beginner friendly. This is my bible.",,1
58,Vegan on the Cheap,5,Get this cookbook! You won't be sorry!,Format: Paperback,My all-time favorite cook book EVER! Getting this copy for a friend.,,1
59,Vegan on the Cheap,4,Vegan and cheap,Format: Paperback,"I've made a few crockpot recipes, so far. They were pretty good. They are vegan and they are cheap to make.",,1
60,Vegan on the Cheap,5,Fantastic Book,Format: Paperback,"This is a MUST HAVE book for ANYONE interested in good food...fabulous recipes and interesting facts....if you are interested in just eating well...buy this book!!

WONDERFUL The best book I have seen in years

and I have been a professional personal chef for over 30yrs
Brilliant book",4 people found this helpful,1
61,Vegan on the Cheap,5,You won't miss meat,Format: Paperback,"I haven't tried all the recipes, but the ones I have done were delicious. Still on the fence between vegetarianism & becoming vegan, but between this book and Nathan Winograd's, I am leaning more towards vegan. Easy, tasty and cheap!",3 people found this helpful,1
62,Vegan on the Cheap,5,"Nice Gift ~ No Photos, though.",Format: Paperback,"I purchased this as a Christmas gift for my niece, who follows a vegan diet. She was excited to receive it as she is just starting out after college, moving to CA, and would love to be able to afford to continue her vegan diet. The one thing that I was really disappointed about as she and I skimmed through the book, though, is that there are absolutely no pictures. No pictures in a cookbook?!?! Come on! The recipes do seem pretty simple and good, so at least there's that.",,1
63,Vegan on the Cheap,5,Doing the happy dance,Format: Paperback,"I haven't tried many of the recipes yet but so far this is the best vegan cookbook ever. Her Shepherd's pie and cabbage soup recipe alone are worth buying this. I've used several vegan cookbooks with varied results. Some recipes good, some inedible. Nothing I've tried so far hasn't been good.",4 people found this helpful,1
64,Vegan on the Cheap,5,I first checked this out from the library and had to have a copy,Format: Paperback,Being new to the Vegan lifestyle I was overwhelmed and was confused why I was spending so much at the grocery store. This book offers practical advice for the beginner and has easy recipes that can be tweaked for any day of the week.,2 people found this helpful,1
66,Vegan on the Cheap,5,Favorite vegan cookbook,Format: Paperback,Easy to make stuff...haven't been disappointed by a single recipe in here and we have made a million out of here. It's our new go to for vegan food. We gifted this to my mom so that she had food to make us when we come over. She loves it!,3 people found this helpful,1
67,Vegan on the Cheap,5,Five Stars,Format: Paperback,Good book,,1
68,Vegan on the Cheap,5,One of my favorite vegan cookbooks!,Format: Paperback,This book has helped me make some big changes in my meal budget with out sacrifice to good food! I'm so glad I bought this book. I also love her blog. (which is why I bought the book) I haven't gone a week with out using at least 4 of the recipes. We have had Tempeh Lettuce Cups and Savory Vegetable Cobbler EVERY WEEK! My husband I plan on trying every recipe in the book by the end of the month. I can't imagine anyone vegan or not that couldn't find something they liked in this cookbook.,3 people found this helpful,1
69,Vegan on the Cheap,4,"one of her better ones, not her best",Format: Paperback,"I'm not sure about the math on the price estimates here. We'll see, but I'm pretty dubious that the dishes cost as little as she claims. Also, I think there was some overlap between this and other books.

That stated, a good number of good recipes.",,1
70,Vegan on the Cheap,4,Her meals always turn out great! This book is no exception to that,Format: Paperback,I own a lot of robins books! Her meals always turn out great! This book is no exception to that.,,1
71,Vegan on the Cheap,5,I love this cookbook!,Format: Paperback,"Robin never fails to write a cookbook that does what it says it does! My husband and I are trying to cut our food costs without giving up healthy, vegan food and this book is the one to buy if that is your goal. There are tons of great recipes in this book and they call for simple, everyday ingredients. I highly recommend this book if you are cooking on a budget or NOT!!!!",7 people found this helpful,1
72,Vegan on the Cheap,5,Fantastic resource and excellent chapter on slow-cooking recipes!,Format: Paperback,I love the chapter on slow-cooker recipes and use that section all the time! Provides excellent information on cooking on the cheap while eating nutritious and delicious meals. I love this cookbook!,2 people found this helpful,1
73,Vegan on the Cheap,5,Great present for our daughter who is Vegan and a ...,Format: Paperback,"Great present for our daughter who is Vegan and a college student! Terrific ideas and healthy recipes, not full of junk and stuff that a lot of vegans turn to!",,1
74,Vegan on the Cheap,5,The recipes are easy and delicious,Format: Kindle Edition,"I use this cookbook several times a week. The recipes are easy and delicious. I have both the hard copy and the kindle so when I'm at the store, I open my kindle app and buy the ingredients for dinner that night.",,1
75,Vegan on the Cheap,5,Five Stars,Format: Paperback,Good gift for my daughter who vegan.,,1
77,Vegan on the Cheap,4,Four Stars,Format: Paperback,Good information and recipes.,,1
78,Vegan on the Cheap,5,Vegan on the cheap,Format: Paperback,Definitely a must have for the new vegan. Lots of delicious recipes in this book. Book arrived in a timely manner and was well worth it.Vegan on the Cheap: Great Recipes and Simple Strategies that Save You Time and Money,2 people found this helpful,1
79,Vegan on the Cheap,4,"This has good recipes, but it's only cheap once you have ...",Format: Paperback,"This has good recipes, but it's only cheap once you have a good collection of the basics like a lot of spices and that kind of thing.",,1
80,Vegan on the Cheap,5,I do not think this author could write a bad book. Very good information,Format: Paperback,"I do not think this author could write a bad book. Very good information, interjection of humor and reality in just the right places. Excellent.",,1
81,Vegan on the Cheap,5,Simple down to earth advise and recipes!,Format: Kindle Edition,We enjoyed learning how to make so many of the more expensive items from scratch. They will come in handy when you can't find a local market that sells vegan friendly products. I downloaded the book on my phone Kindle so the recipes travel to the store with me. Already plan to order the hard copy and pass it to my grandchildren.,,1
82,Vegan on the Cheap,5,Five Stars,Format: Paperback,Robin Robertson does a great job with her cookbooks.,,1
83,Vegan on the Cheap,5,Great Investment ... Great Recipes,Format: Paperback,Nothing fancy .. but chocked full of great hints and recipes. DEFINITELY worth the price with all the savings hints provided inside the covers !!,One person found this helpful,1
84,Vegan on the Cheap,5,good book overall,Format: Paperback,"While this cookbook has no pictures other than what is on the cover, I would recommend it. Recipies are made with pantry ingredients with very few of them requiring speciality products. I have found that some vegan cookbooks have a lack of fresh vegetables and this is definitely not the case with Vegan on the Cheap. Only negative would be that nutritional information would be helpful.",2 people found this helpful,1
85,Vegan on the Cheap,4,Four Stars,Format: Paperback,Easy no nonsense ingredients. I wish it had pictures but recipes are super easy with no weird ingredients.,One person found this helpful,1
86,Vegan on the Cheap,5,Great Book,Format: Paperback,I fell in love with this book at my local library. I am relatively new to vegan cuisine. The recipes included are simple and do not require a ton of ingredients. The recipes are healthy for the body and easy on the wallet.,,1
110,Vegan on the Cheap,5,This book is a win-win!,Format: Paperback,"Very good recipe ideas. Tasty , easy to prepare and great on the budget.",,1
111,Vegan on the Cheap,5,Food,Format: Paperback,This book is great. I got it from the library first and liked it so much I bought one. Has lots of inexpensive ideas on how to make things homemade. I like it because the food you make doesn't have any preservatives and are much healthier for you.,One person found this helpful,1
112,Vegan on the Cheap,5,May The Poor Eat Richly,Format: Kindle Edition,"Got to say, this is a valuable resource guide if you're a conscientious soul with no money to spare. Get the basic stock mentioned near the front of the book and you'll be eating like royalty on a handful of dollars for weeks. What a testament to how easy and economical vegan eating can be.",One person found this helpful,1
113,Vegan on the Cheap,5,Excellent book that is true to its name,Format: Paperback,Includes great recipes and excellent advice. I use this book all the time and have given it as a gift.,One person found this helpful,1
114,Vegan on the Cheap,5,Great Ideas for Cheap Wholesome Meals!,Format: Paperback,"I really like this book. There are lots of great recipes to save you money, but you don't feel like you made something cheap. The Lemon Potatoes with Olives is excellent, and no one would think of it as a budget meal by tasting it.

If you get this book, and ""Quick Fix Vegetarian"", by the same author, you will be cooking up a storm. My hubby and I enjoy these recipes a lot!",2 people found this helpful,1
115,Vegan on the Cheap,5,One of the best,Format: Paperback,"I am amassing vegan cookbooks and this has quickly become one of my favorites. Easy, very basic recipes that don't seem to fail.",,1
116,Vegan on the Cheap,5,Wonderful,Format: Kindle Edition,"Great recipes and ideas - and, yes, you can save money while eating healthy and well. It's helped expand my vegan culinary horizons. I think almost anyone will find recipes here that the whole family will enjoy, vegan or not",One person found this helpful,1
117,Vegan on the Cheap,5,Five Stars,Format: Paperback,Good book!,,1
118,Vegan on the Cheap,4,Four Stars,Format: Paperback,Helpful when trying to go vegan,,1
119,Vegan on the Cheap,5,My favorite cook book.,Format: Kindle Edition,My absolute favorite cook book for vegans and non-vegans alike.. I recommend this book to anyone that will listen. All the recipes are pretty easy and usually I have many of the ingredients on hand.,,1
121,Vegan on the Cheap,5,tasty budget food,Format: Paperback,"Cheap, tasty food. For busy people on a budget. Even my meat loving husband loves the mushroom gravy. Get it!",One person found this helpful,1
122,Vegan on the Cheap,5,Vegan on the Cheap,Format: Paperback,"Great recipes for both vegans and vegetarians. I would recommend it to all. I had one for myself, and ordered one for a friend.",One person found this helpful,1
123,Vegan on the Cheap,5,great ideas and really good recipes,Format: Paperback,"I love this cookbook as the recipes are quick and easy and really taste great of course I've been an avid fan of Robin Robertson since I bought her cookbook Fire& Spice, I'd recommend this book to anyone.",One person found this helpful,1
124,Vegan on the Cheap,5,... were fewer recipes involving tomatoes (allergic) but still a great book.,Format: Paperback,I wish there were fewer recipes involving tomatoes (allergic) but still a great book.,,1
125,Vegan on the Cheap,5,Ah-mazing!,Format: Paperback,"I am in love with this cookbook. The intro gives great advice and I am able to find the ingredients at my local farmers market or grocer at reasonable prices. I love the way it is written, so much that I've read it like a novel! The recipes are very easy to understand and will Wow, even the pickiest omnivore!",9 people found this helpful,1
