label,review
2,"If you know anyone who likes to bake and has to eat a gluten free diet, I can't recommend this book enough. I've been gluten free for 20 years (I suspect after a bad case of salmonella food poisoning damaged my gut) and so I've experienced the changing landscape of gluten free food. When I was first gluten free, the only bread and stuff you could buy was from a pharmacy and it tasted like chalk. I tried recipe books and they weren't much better. Following this book has meant I have been able to eat rustic multi-grain style bread and muffins that taste like the real thing (my gluten chomping hubby confirmed it) for the first time. It also reviews breads and pastas available in the superstore and gave us a great new suggestion for GF pasta. What I especially like about it (apart from the fact of course that the things I've made taste and look like the real deal), is that it explains why things work and the science behind the ingredients, it teaches you how to cook GF. It also only includes recipes that need converting, it is not one of those lazy GF cookbooks that include recipes for naturally GF meals like risotto or fruit salad.

The cons (which were not cons for me) is that this is a serious cookbook. There is a lot of discussion of the ingredients and a lot of ingredients. To make a successful GF loaf of bread for example you have to include a lot more ingredients than flour, salt, yeast and water. You make things from scratch, not only are there no cake mixes included, but you make your own GF flour mix (although throughout the book, it compares how each recipe fairs baked with their own mix and with the two best commonly available supermarket GF flour mixes).

The only small con that was a con for me - what is it with all the plastic wrap? Are they sponsored by the plastic wrap industry? I know GF food has a tendency to dry out, but seriously I cringe and think of the environment every time I reach for the roll that has been hiding in the bottom of the cupboard for years. And as for covering your bread with plastic wrap to let it rise - trust me it rises perfectly well under a clean cloth."
2,"I have always been a fan of ATK, but this has put my love for their cookbooks over the top. A year ago my daughter was diagnosed with a Gluten Intolerance and finding really good bread and cake recipes has been difficult. I like to customize recipes, but working with non-gluten flours is a whole different method. As an experienced baker, I love the science explanation and the differences of methods used. This really helps when I want to achieve something slightly different (flavors, tastes, textures), because I have an idea how to do it by their test results commentary. We have already made an ""Everything Bagel Seasoning"" bread that she loves. The brownie recipe is truly amazing without one change. If you are not achieving great results it is more likely your are not following the recipe's techniques - you have to read the recipe all the way through. As I said before, GF flours are a whole different method. I cannot wait to try more recipes and make them the whole family favorites. The GF book 2 is on my list to buy next."
2,I have bought a lot of gluten free books on Amazon and none of them compare to this one. I am shocked that this one is so good but I have tried several of their cake recipes and each one is better than the next. In fact I would be so bold to say that I like them better than their gluten counterpart!! Everything is explained so concisely and their are pictures to guide you along the way. I am looking forward to trying the other recipes. I really do love this book.
2,"WOA!!!!! For years I've been trying to figure out GF baking...failing over and over again, but mostly just really missing all the lovely tastes gluten can give and longing for those Artisan style breads. Along comes America's Test Kitchen (Cooks Illustrated ring a bell?) to save me! Every recipe in here is not only delicious...but the GF product/outcome is OFF THE HOOK. They use science and a lot of playing around with different ratio's to figure it out. From true, delicious dumplings to amazing sandwich bread to unreal Artisan-style loaves.... I'm so in love. Also, I'm getting to use my new home mill, which makes this even more fun, but totally not needed. THANK YOU to America's Test Kitchen for saving us from GF misery!!"
2,"My spouse is gluten sensitive, and I wanted to make BLTs for lunch without making him feeling left out, so I bought this book primarily for the sandwich bread recipe. The bread came out GREAT, while it's a little different in texture from a white flour hard wheat bread, it's very good and I could happily sub this bread for wheat bread and not feel deprived. There are a ton of other recipes in there, and I bought the second book as it contained even more bread recipes."
2,"Great book!!! They explain why the usual cheffy advice of, ""just swap out a gluten free flour and use your regular recipes"" doesn't work!
I took a chocolate cream pie to a gathering a few weeks ago. My instructions were to bring a GF desert I could have and that wouldn't make the others sick. (Guess they've had some of the bad GF stuff we've all been living with and been glad to have!) Anyway...the pie crust got rave reviews!! Words like, ""buttery, tender, GREAT flavor!"" came out of people's mouths! :) The biscuits are the best I've had since April 2011!"
2,"If you're looking for quick, easy recipes, this book is not for you. However, since I'm relatively new to gluten-free cooking and eating this is the ""encyclopedia"" of learning about and cooking gluten-free. Each recipe is analyzed and explained on a separate page indicating why this ingredient was used rather that another. Very informative. The recipes use, for the most part, easily accessible ingredients.
I highly recommend this for the novice, gluten-free cook."
2,"***UPDATE 27 May 2014***
We have now made Bread Loafs to replace store bought breads (using Lodge cast iron loaf pans), English Muffins (unbelievably delicious and taste just like store bought), Dinner rolls (eh, not great, but ok), biscuits (good and tasty). Overall, still amazed at the taste & texture. I tried some store bought stuff before this book and I couldn't eat it. NEXT - Cakes, pastas, and more deserts. DID I MENTION THE PEANUT BUTTER COOKIES?! Still Yum.

***ORIGINAL***
I admit, I am a meat eating, bread/cheese/whole milk loving, will eat anything that Doesn't say Fat-Free, Gluten Free, Hormone Free, Add Any Word Here Free, American. If fact the greasier, meatier, more caffeine, and sugar filled the better. So when I say the recipes in this book surprised me by tasting good, you know from where I'm coming.

A family member needed a diet change and without hesitation I bought this book. It was bought mainly because of the source. America's Test Kitchen. I have seen the show and know their reputation is good.

The long and the short of it is ATK (America's Test Kitchen) makes cooking GF (gluten free) as easy as any other home cooking. Just read the book and follow the simple guidelines, suggestions, and recipes. We use their flour in our old recipes (they explain how) and have found very few things lacking in flavor or texture (The pizza crust is OK, but not great).

It is has our full recommendation and we will update you as we explore more (made about 25% of recipes to date) Next are bread loafs and pastas. DID I MENTION THE (peanut butter) COOKIES!? YUM!"
2,"America's Test Kitchen, or ATK does a great job of breaking down their test process, explaining things to you so it's relevant and helpful while still being interesting to understand the science behind recipes that work.

No longer do you have to just trust that recipes work, they prove it to you and then tell you how they did it. Like a magician that spills his secrets.

the recipes in this book are thoughtful, helpful and most importantly pretty dog gone tasty in my experience.

If I could say anything critical of the book is that is only has a limited selection of truly helpful recipes, while adding ""filler"" recipes that are already gluten free to take up space. that is how it seemed to me.

Well duh recipes as I call them.

My personal favorites I have tried are the bananna bread and the lemon pound cake.

Word of caution. I think the ATK flour blend says you can use tapioca pearls, but you can't without hard pearls in your food. Ask me how I figured that one out."
2,"I've been gluten-free for three years now and have enjoyed some of the commercially available products, not to mention some baking success at home. But until baking from this book I have been missing out on the chocolate chip cookies of my childhood.

The chocolate chip cookies in this cookbook are, hands down, the best chocolate chip cookies I've ever had. Including those with gluten. My family loves these cookies.

That said, I'm also lactose intolerant and my stomach has been irritated after eating these cookies. The recipe suggests using soy powder as a sub or even leaving the milk powder out altogether, which is what I'm going to try next. So before you consider not buying this book because of the milk powder, consider giving it a shot with the recommended substitutions.

For a novice baker like me, this cookbook is worth it, even if I have to use another GF AP flour mix, because the descriptions of the how's and why's within each recipe, and for GF baking in general, are enough to make it worthwhile. Take, again, the chocolate chip cookie recipe - they explain how it differs from the original Nestle recipe and why it differs. This info alone is worth it to me.

I've also had luck with Jeanne Sauvage's gluten-free holiday baking cookbook. Armed with these two cookbooks, I feel confident that my family will enjoy great gluten-free baked goods throughout the holidays. Happy baking!"
2,"This cookbook has had a bit of overhyping. No, its not the be all and end all to gluten free cooking, but it is an excellent start. And its good to finally see someone tackling the how and the why science of what works and what doesn't. I found the tasters notes to be sometimes odd and unhelpful and contrasting greatly with my own experience. On the contrast, the notes by the editors explaining why they added an egg, specified one type of quinoa over another, and how and when to use additional tools like xanthan gum were enlightening and really made me think about my own experiences in cooking gluten free to see how I could guarantee reliable performance each time.

I also appreciated that even though they made their own flour blend, they kept notes of what worked on the prepared blends. Sometimes you just need a flour in a pinch, right? It helps to differentiate how their flour works vs. others.

What I didn't like? I didn't like that necessary pieces of information are in different places around the book. For example, a recipe specifying white quinoa did not explain why. Several recipes later, you learn the reason why white quinoa is specified over red or black. I would have welcomed more discussion about their flour blend as well. If you know flour needs more protein, why would you choose an egg over a higher protein base flour? I'm not accusing or haranguing, but I do want to know more about the science behind it, just like they would do in the Cooks Country or America's Test Kitchen cookbooks so that I understand when I cook on my own. It was little issues along the way that I thought would have elevated this from a really good cookbook to a GREAT cookbook.

Wouldn't it be great if this cookbook got some accompanying videos? I would love to see Julia and Chris make up some of these recipes!"
2,"My husband got me this as a present, because he has been impressed with the test kitchen recipes for other things. I have Celiac's Disease, and have 5 or 6 other GF cookbooks, all of which I have used a lot over several years, and have tried the many custom flour blends that each cookbook recommends. These recipes are the best I have ever tried, an their flour blend works with teir recipes wonderfully. I have not tried their flour blend with others yet. Sometimes GF baked goods can have a slightly slimy texture when chewed, or can have a bit of a beany taste, or in some other way be slightly ""off."" The recipes I have tried in this book are the best we have had. The biscuits are not flaky, but they are excellent compared to wheat drop biscuits, and the texture is fluffy, and the flavor excellent. The gingerbread cake is marvelous. This is a comfort food I grew up with, served warm with a lemon sauce. i substituted my own favorite spice combination for theirs, and the texture was perfect, and the product was not too sweet, an annoying characteristic of many GF products, especially mixes that you buy. I would serve this to guests that were not needing to eat GF, and they would never know. I am looking forward to trying out the other recipes. Besdies just baked goods, there are recipes for making fried chicken, as well as for home made pasta, and other four/bread crumb containing foods. No popover recipe, which I am sad about, but so many more that this book is going to be well used. Definitely worth the money."
2,"I don't know what I'd do without this book! My three year old daughter has ciliac and loves sandwiches. The sandwich bread and oatmeal bread recipes are easy and produce good bread. I have been able to substitute the gluten-full items in our kitchen using this book. Each recipe has King Arthur and Bob's Red Mill equivalents along with the science behind WHY these strange ingredients (psyllium powder, xanthan gum, etc) arebeing used to make the recipe. There is a product buying guide and an all purpose flour recipe in the front of the book to help you begin your gluten free journey. There is even suggestions for brand names of pasta and bread. If you don't already have one, you will need a food scale with this book. FYI- I recently crunched the numbers as to the price of a loaf of sandwich bread from this book. Depending on your local prices, of course, the ingredients for one loaf of this bread add up to about $4.80 per loaf. This is a bit cheaper than GF loaves from the local grocery store chain and on par with some of the fancy non-GF loaves (Arnold, Pepperidge Farms, etc)."
2,"I'm not a gluten free person, but thought I would give this book a try to help supplement my diet. I've tried a few of recipes and much to my surprise so far every one of them have actually tasted good. There are some very very slight differences in some of the textures, but not enough to figure out it's gluten free. For example I made a lemon pound cake and took it to work. I set it on the counter at 9 a.m. and told everyone it was the first time I have made a home made pound cake. By noon it was all gone. Later I asked everyone's opinion and asked them to be very honest. Only one person has something to say (she thought I needed to stir the batter a little longer because she thought she could taste a little flour). Of course she was also the one who ate two pieces. Once I told them it was gluten free they were shocked because they too didn't realize gluten free could taste that good. They asked if I could bake another one the next week. Of course I said yes.

Please note that the flour blends may be a little expensive for some, but also note that it goes a long way. By the time you purchase the ingredients for the flour blend the cost is about $22 dollars, but I got about 2 batches out of that for about 6 months use.

ATK did a outstanding job with this cookbook."
2,Finally a book that tells you HOW to adjust and not just providing recipes. The insights into how to change your baking is far more valuable than the individual recipes--themselves being quite good. A real winner for a baker that wants to understand rather than just follow a recipe.
2,"Great cook book. I've made quite a few recipes out of here: shrimp pad Thai, sandwich bread, English muffins, and the dinner rolls and they have all come out fabulous (my husband is especially fond of the bread and English muffins). I use the ATK flour which takes no time to make. I haven't found any of the recipes to be time consuming in the least, but then again I like to cook. They sometimes come out inconsistent but that is only because I don't weigh the ingredients rather I measure them but even with the slight inconsistencies -- which when making the bread I only notice in the actual consistency of the dough -- the food that is made is delicious.

This book was recommended by my sister who has celiacs and who uses it quite often when she bakes. In fact she made the sugar cookies and they are to DIE for. I would definitely recommend this book to anyone who has a wheat/gluten intolerance. It's totally worth the money. I also bought the second book and so far have made one recipe (Singapore noodles with shrimp) which was delicious and plan on making the millet salad. This is definitely my new go-to cook book when looking for GF dishes."
2,"My husband is gluten sensitive but was heartbroken when he realized he couldn't eat cake, cookies etc. My mom bought us vol. 2 for Christmas, and I bought this shortly after to have more amazing recipes. The brownies, awesome. The chocolate chip cookies, you wouldn't know they are GF (nobody in his office could tell the difference). I haven't tried the breads yet, but I have plans to dabble this summer.

The recipes are well written and offer substitutions for different GF flour mixes (as well as the changes to taste and/or consistency if any). They also have a ""make it yourself"" mix recipe that allows you to create a GF flour mix from scratch. The book includes a background to GF cooking, what certain ingredients do (IE xantham gum... never bake without it!) and even reviews of other GF foods. One thing I've learned is if the recipe says to let it rest, let it rest. I've had a few not so nice batches of cookies because I was too impatient to wait the 30 minutes after mixing and before baking."
2,"I haven't tried all of the recipes, but the sandwich bread recipe is amazing. I'm new to eating gluten free, and I think the bread tastes fantastic. However, I prefer the honey oatmeal variation to the original. I had much better luck with the oatmeal cookies than the chocolate chip ones, but I think that could be resolved by following the portioning instructions. I made the chocolate chip cookies smaller than instructed, and I think that caused them to spread too thin. I've had pretty good luck substituting their flour mixture in my regular recipes. The pizza crust recipe was WAY better, cheaper, and more substantial than the ones I've tried at other stores/restaurants. I would definitely recommend this book to someone who wants to do more gluten free baking."
2,"It's America's test kitchen, they've never had a bad book so far that I've personally bought. This book is great especially for people who want to know what gluten is, how and why it makes things with gluten taste how they do and of course they test everything so you get great results ! Most are baked goods but there are things like meatloaf and Mac and cheese, pot pie, etc that are comfort food that some people just don't know how to make it gf AND tasty. I love this book, I have it on my kindle, but I think I am going to get the paperback version as well."
2,"First of all, I've only made one meal from this book, but, boy, was it good. I made the spaghetti and meatballs and actually had family over for this dinner. They could NOT tell it was gluten free at all and were making ""yum"" comments the whole way through. I'm so excited to try the other recipes, including the lemon ricotta pancakes and the chocolate chip cookies. The book really does make it easy with its suggestions for brands for particular items such as the spaghetti noodles (which I used). Thanks again ATK!"
2,"One of the best Gluten-Free cookbooks ever. Luckily for us few medically diagnosed Celiacs, who actually injure themselves if they ingest gluten, the fad of eating Gluten Free has created a market for GF foods and knowledge that is worth satisfying. Many of the attempts to sell into this market are woefully short of the mark to provide gluten free foods that have taste and especially texture that can satisfy those of us who have few choices but care what we eat. The Test Kitchen people worked hard to discover the food science behind the techniques and ingredients that go a long way to teach methods that can apply to any food preparation for Celiacs, even beyond the creative recipes fully presented in this book."
2,"Lets face it, when you crave a chocolate chip cookie there is almost a primal desire for that cookie to taste like the chocolate chip cookie you remember from pre GF days. Yes, you know it has sugar and butter and things that have you sucking in your gut to do the button on your jeans, but if you eat a treat it should be worth the calories. Every recipe I have tried so far has been worth my new muffin top. Chocolate chip cookies with no grit, sugar cookies that melt in your mouth, bread that tastes like bread, and pumpkin bread that makes you realize that old dusty can of pur̩e in the back of the pantry is worth it's weight in gold. I have a shelf full of cookbooks and this is my favorite. This isn't a diet book, this is a book for what you crave. Did I mention the chicken pot pie?"
