,book_title,star,title,format,review,helpful,sentiment
38,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,love this book,Format: Kindle Edition,"This is my favorite sweet tooth cookbook. This was the first time that I bought a book online and had it downloaded to kindle on my phone. I was so easy, and i was able to use it within 5 minutes.",,1
39,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,Incredible!,Format: Hardcover,"What's up with all the bad reviews! Have you whiners even tried any of the recipes in this book??

This book is fantastic! All of my friends rave about the chocolate chip cookies and double chocolate chip cookies!! And also the Apple Cinnamon Toasties, Banana Bread! These are just to name a few! The double chocolate chip cookies i make, no one can even tell they are gluten-free or vegan, that's how good they are!! And these have been tried and tested on people who consume dairy and egg products!

But I must admit, the first few times i made them, they didn't come out very good, because I did not pay careful enough attention to the ingredients, but now, practice makes perfect, and the real proof is when your friends just gulp them down and praise you like there's no tomorrow!!

So this is definitely a 5-star rating. For all those who are thinking about buying this book, ignore the other lower star ratings, they are very misleading and I'm thinking, if they don't like this cookbook, is there actually a different cookbook of this type on the market that they will like? I think not!

Happy baking!!",One person found this helpful,1
40,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",4,babycakes is WICKED AWESOME!,Format: Hardcover,"I have noticed many negative comments about the inclusion of spelt-first of all she explains why it is in there, and secondly, some people who can not have gluten/wheat flour can have it. As for the frosting recipe issues- she tells you that substituting other milks for soy milk is fine, which is great, as I am allergic to soy. so I automatically substituted coconut milk and used hemp protein powder-yes you do have to let it set (irksome, as there is no immediate gratifaction and my main reason for only 4 stars)- and it was WICKED! Served it with both the chocolate and vanilla cupcakes at a baby shower and nobody knew they were gluten free and vegan. and as for those complaining about substituting flours for the spelt,I say to you bob's red mills gluten free baking flour mix. If you don't have the time/money to do trial and error that is the best mix I have found on the market, especially at high altitude (over 5k feet). also, coconut oil is the most versitle fat for vegan baking there is- yes it is more expensive than shortening, but it makes for a moist, tender crumb and has the same luxurious mouthfeel that butter has. I agree with all the other reviewers who talk about the pictures inspiring you to bake-everything looks amazing!

1/21/10 UPDATE: just made the peach blackberry cobbler, subbing gf flour for the spelt (becuase i can't do spelt) and it was delicious! also, last week made the apple pie for dinner party (again, subbed spelt flour with gf) and it got raves! so to all who are complaining about duds, i say maybe you should read the recipe through and not think you know what to do. i <3 this cookbook even more now!",One person found this helpful,1
41,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,Five Stars,Format: Hardcover,"Great product, shipped fast!",,1
42,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,Yummmm,Format: Hardcover,"Delicious recipes, wonderful company, delicious treats, great info on how to bake better with gulten free products. Great company, thanks!",,1
43,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,Fantastic!,Format: Hardcover,"If you suffer from lots of food allergies/restrictions you need to try Baby Cakes recipes. They are delicious! If you thought you couldn't eat yummy baked goods anymore, you are wrong. Try this cook book!!! It is awesome!",,1
44,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,A must for any kitchen,Format: Kindle Edition,Unpretentious and easy to follow. Great for first timers in the kitchen or veterans. Thank you Baby Cakes NYC for sharing your treasure trove of edible heaven with us!,,1
45,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,AMAZING!!,Format: Hardcover,"Erin McKenna is a genius, her recipes are absolutely delicious, the recipes are very user friendly and simple, and you get a delicious product in the end. I can't believe gluten-free desserts could be made so moist and decadent. A great book to have for those of use with food sensitivity.",,1
46,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,Fabulous and healthy . What more could one ask for.....Delicious,Format: Hardcover,"The best vegan muffins and cupcakes the ""cornmeal and roasted peaches muffins were a true delicay. Love the book and the recipes.",,1
48,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,Finally...... vegan sweets that taste great!,Format: Hardcover,"Being recently diagnosed with food allergies and having a big sweet tooth I was miserable trying to find decent dessert recipes. I've tried other wheat free, sugar free, vegan recipes but I have always been disappointed with the taste. Not anymore! Finally a sweet that tastes great without that aftertaste. Last night I tried the apple-cinnamon and the pumpkin spice muffins and Wow were they incredible. My husband even gobbled them up without knowing the `real' ingredients. There's a reason her bakery is so famous..... Her recipes are Yummy! I can't wait to make the rest of the recipes in this book. And as for the ingredients I was able to get what I needed at my local Publix.",2 people found this helpful,1
49,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,LOVE THIS,Format: Hardcover,I love this book I'm so excited to try the recipes in it. i originally got it in the library and it woked out great to get it for myself.,,1
50,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,Very cool,Format: Hardcover,This book has Great and unique recipes with quick delivery. And there are many different types of recipes so this book will keep your busy for a while! I Can't wait to start baking!!!,,1
51,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,Love this book!,Format: Hardcover,New ideas for cutting down sugar and gluten! My sister had this book and I had to get a copy!,,1
52,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,Babycakes,Format: Hardcover,"This book is an awesome book of vegan goodie recipies. If you're experimenting with a vegetarian or vegan lifestyle or looking to eat healthier, this book will give you some great recipies to sooth your sweet tooth.",One person found this helpful,1
53,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",4,Four Stars,Format: Hardcover,Good cookbook,,1
54,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,These recipes are great!,Format: Hardcover,"I first used Erin's recipes after watching a video of her on the Food Network website. I tried the recipes for Double Chocolate Chip Cookies and Blueberry Muffins. I have been using them ever since. I was so happy when I learned that she was publishing a cookbook!

My husband has Celiac Disease. My oldest son has the gene for CD and he has anaphylactic reactions to eggs. My youngest son's CD test was inconclusive. So, we are an egg-free, gluten-free family. It is just easier to cook things that we ALL can eat. The problem is that many GF recipes call for MORE eggs than the wheat-version. I've tried egg replacer, flax meal, applesauce etc. Some recipes can be converted, some are just a lost cause.

Erin's recipes work. I don't have to do anything special. They just work. I had my misgivings. I do not care for garfava flour. It is ok in bread, but in dessert? I read through the cookbook with trepidation. Should I use my own GF mix or trust the recipe?I will share my baking experience below.

First, I want to make a couple of comments on the cookbook. It is quite lovely. It is like a coffee table book. The pictures are nice. The writing is upbeat and fun. I like that almost all of the recipes have a picture. This book will lie flat on the counter. Although, I am nervous that I will spill something on it. Maybe it is a little too pretty. She does a pretty good job of describing the tools and flours. I would recommend a couple of things here though. 1. Explain the difference between potato starch and potato flour, or at least mention that there is a difference. 2. Tell us what kind of coconut oil to use. Extra-virgin? Refined? Is there a difference? I bet most of us are new to using coconut oil and could use some guidance here.

Another reviewer felt that it was implied that these recipes are healthy, when they are not. I would say that the claim is that these recipes are healthier, but not necessarily healthy. We are talking about desserts! Garfava flour has more protein, fiber and maybe iron, than wheat flours and rice flours. Coconut oil and agave nectar may be healthier than butter and sugar. I don't know and I don't care. I am making yummy desserts that work. I expect my dessert to be loaded with fat and sugar, no matter what form the fat and sugar take.

I agree with the reviewer that said the title is misleading. I thought that all of the recipes in this book would be gluten-free. I guess ""vegan, (mostly) gluten-free, (mostly) sugar-free"" makes for an unwieldy subtitle. There are a lot of GF recipes though. Everything I am interested in, except the biscuits, is GF. I am sure I will get around to trying to modify the biscuits so that they are GF as well. The cupcakes (except red velvet), cakes (except one), frostings, most of the muffins, cornbread, banana bread, gingerbread, brownies, blondies and drinks are all gluten-free. The pie crust, scones, biscuits, a couple of muffins and a couple of cakes/cupcakes are not. Even so, I have no regrets about buying this cookbook.

Here are the recipes I have made so far.

Blueberry Muffins:
The recipe in the book uses spelt flour, so I did not try that one. I have been using Erin's GF Blueberry Muffin recipe that I found on Food Network.com a few months ago. It is great! I use about the half the cinnamon she calls for, but otherwise I make them according to the recipe.

Double Chocolate Chip Cookies:
Again, I am using the recipe that was posted on Food Network.com. I think it is the same as the one in the book. When I started using this recipe, I was not willing to buy the coconut oil, so I have been using butter. (We are not vegan, my son has an egg allergy.) This works really well with butter, if you don't have a problem with that. Now that I have the coconut oil, I will probably try these using that. I do use a little less flax meal than the recipe calls for.

Brownies:
I made these using garfava flour. The batter tastes gross. You can taste the garbanzo. However, the brownies themselves are excellent. They are moist and very chocolatey. She recommends making them in mini-muffin pans. I don't have those, so I used my 8x8 baking pan. It took about 30 minutes longer to cook them in that pan. The brownies are very rich. They taste great warm or cold. I do think I can detect a slight hint of garfava flavor in the brownies, but that could be my imagination. Even so, they are very, very good.

Lemon-Poppy Teacake:
I did not follow the recipe for this. I was nervous about using Bob's all-purpose flour since it contains garbanzo and fava beans. (I hadn't tasted the brownies yet!) So, I used a GF mix I make based on a recipe at glutenfreegoddess.com. The teacake turned out pretty well, but the lemon flavor was very strong. This is probably because my flour does not have the strong flavor of Bob's. Also, there are a lot of poppy seeds in this teacake! I will definitely use less next time. Overall, it is a good teacake.

Cupcakes:
I made the vanilla and the chocolate. I halved the recipes so that I wouldn't end up with a ton of them. These are probably the best eggless GF cupcakes I have ever had. I do think I can taste the garfava flour in the chocolate ones, but it is not overwhelming. They are still great cupcakes. They have a good structure without being too moist or too dry. We haven't even frosted them yet. We are eating them plain and loving them.

Vanilla Frosting/Sauce:
I couldn't find powdered soy milk, so I used powdered cow's milk. The frosting is pretty good, but you can really taste the coconut. I am using extra-virgin coconut oil, so maybe a more refined oil would have less flavor. I don't know. This frosting is liquid at room temperature, so I don't see myself giving up the buttercream altogether. I do like the flavor though! I haven't used it to frost the cupcakes yet. I have it in the fridge, waiting for it to solidify. I can see myself using this for certain things, but not everything.

I really like the cookbook so far. None of the recipes have been duds. Once you have all the ingredients, the recipes are pretty simple to follow. I am glad that I bought it!",27 people found this helpful,1
55,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,"If you read only one review, please read this one!",Format: Hardcover,"I just finished baking the chocolate cupcakes and preparing the chocolate frosting so that it can set in my refrigerator. I did not wait for the cupcakes to cool, but rather took one out, blew on it to cool and popped it in my mouth. These cupcakes are amazing! I also admit I licked the spoon that I used to get the frosting out of the blender - Oh My Goodness!
I am so happy to have found this cookbook!

I recently had to change the way I have been eating for health issues. I am on a diet that restricts eggs, dairy, sugar, yeast, and gluten. Needless to say, it's been hard to get used to and even harder to find products that accommodate all of these restrictions!

I had a friend who told me about the cookbook. I figured it was too good to be true and would be too difficult, yada, yada, yada. I waited. Then for my last birthday, another friend bought me a dozen cupcakes from the actual bakery in NYC. I was in love after the first bite. The love and the time and the effort that this woman has put into these creations absolutely comes through in the flavor, the consistency, the final product. I quickly bought the cookbook.

1. The initial purchase of all of the items you need can be a little costly (compared with regular baking ingredients). I look at this like an investment in my health and happiness. I can now eat a special treat along side everyone else at birthdays and dessert times. No more making excuses as to why I can't indulge. And the most expensive ingredients tend to go pretty far, so you get many products from one purchase.

2. I read this book cover to cover and no where did I see the writer make any claims about these treats being good for absolutely anyone to eat. It seemed to me that she was simply trying to make products that are free of the usual suspects and that taste good. It also seems to me that she has succeeded! She has a very successful business in NYC and another new one in L.A. If these recipes fell flat, she would have closed her doors long ago. Further, she explains that not all of the ingredients are gluten free or sugar free, so if you find something you can't have in the ingredients, either a.) don't make that recipe or b.) use the substitutions that she has detailed in the book. When it comes down to it, you are responsible for making sure that the food that goes into your mouth doesn't have anything in it that you are allergic to. Look at the ingredients, make sure that they all are ok for you and then make that recipe. Or make the necessary substitutions, as explained in the book.

3. I have made these products quite a bit lately. I have family and friends begging me to make them cupcakes and cookies. These are people who are used to full fat, full sugar baking ingredients. They have stated how much they like my baking and how great they taste. These products are not just for allergy prone people. Truly they will be enjoyed by even your most finicky guests!

4. The fact that I use agave nectar to sweeten my cupcakes means my son doesn't run around like a maniac after I give him a treat! It's so nice not to want to keep him from having a sweet because I don't want to deal with a 2 year olds' sugar high and sugar let down. I have not had these problems giving my son these treats. I also feel better about giving my son a treat without all the chemical and preservatives in it. He seems pretty happy with them too!

5. There were a few occasions that I had questions about an ingredient or a result and I wrote to the bakery. They were so accommodating and helpful! I was able to get the answers I needed and my sweets have been so much better. I don't know of many other authors of cookbooks who will answer your questions. I was quite surprised to get the response, but even happier at the willingness to help me succeed in my baking. Thanks Babycakes!

6. You may not get it exactly right the first time (I screwed up the frosting several times before I got it - I had the wrong ingredients! My mistake), different ovens work differently and so you may need to adjust time, you need to measure everything with dry measuring cups, not liquid, coconut oil should be melted before measuring, better quality products yield better quality products (I highly agree with using the french valrhona cocoa mmmmnnnn), etc. But if you stick with it, you'll find it's not scary, it's actually quite easy and the results are worth it!

I noticed that there were some unfavorable reviews and I truly couldn't understand them. This book is wonderful! The sweets are delicious! All of the time, effort and love that the author put into creating this truly comes through in the final product. The author takes the time to explain substitutions, where you can get the products, what she thinks works best, etc. I have been able to follow these directions and make some great stuff! I am very appreciative, as are all of my friends and family who are benefitting from my new love of baking! Thanks again!

I would highly recommend buying and using this cookbook. Whether you are allergy sensitive, vegan, health conscious or just want to try something different. I have never really been a good baker, but thanks to these recipes - no one would ever know that!

Sincerely,
Deborah P.",4 people found this helpful,1
56,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,This Is A Terrific Vegan Dessert Cookbook,Format: Hardcover,"I'm allergic to eggs and dairy, so essentially need to eat vegan when it comes to desserts.

I've tried substituting things for eggs and milk or butter, but the desserts always end up dry and crumbly.

I had read great reviews of the bakery in NYC, so I thought I'd try the cookbook. Things turn out moist and full of great flavor. I've made things for friends who don't eat vegan, and they love the things I make that come from this cookbook. They're always surprised that they like them as well as non-vegan desserts.

I understand people being frustrated that not all of the recipes are gluten-free, but if you don't need to avoid gluten, but do eat vegan, I'd recommend this book highly. You can be vegan and have great tasting dessert.",One person found this helpful,1
57,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,Good buy,Format: Hardcover,Came quickly. Lots of good tips and recipes for gluten free baking.,One person found this helpful,1
59,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,Yumm,Format: Hardcover,The recipes make just like the real thing baked goods. Love it. It is one of my go to books.,One person found this helpful,1
60,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,So yummy!,Format: Hardcover,"I thought trying to eat healthier that I would have to give up baking. But this book has tons of healthier recipes that are delicious! I love to bake and love this book. This is not a normal book and does require a lot of new ingredients, so it does take a little money, but so worth it!",,1
61,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,Five Stars,Format: Hardcover,I purchased it for a gift and I believe it gets used and was worth the money.,,1
62,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,"babycakes, rocks",Format: Hardcover,I bought this book because my boyfriend is diabetic and this book is just what I needed. He is happy with the end results unlike he used to be.,,1
63,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",4,babycakes cookbook,Format: Hardcover,I purchased this cookbook for my daughter and granddaughter who are gluten intolerant. We ran out of time and didn't get anything made out of it so I can't speak to the flavor of the recipes when made. The book came promptly and was in the condition it was to be in. I was happy with the purchase and my daughter was excited about the cookbook.,One person found this helpful,1
64,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",4,Finally some real Guten-Free Recipes,Format: Hardcover,I have four new grand children who have reactions to so many things. I am hoping with this great little book I can finally treat them to some sweets.,,1
65,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,Great referral from my daughter,Format: Hardcover,My daughter in law to be was thrilled with this book. She has ad to change her diet and misses treats. This allows her to have some that do not break her dietary rules.,,1
66,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",4,Four Stars,Format: Kindle Edition,Can't wait to try the recipes. They sound yummy!,,1
67,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,very satisfied,Format: Hardcover,The book was just what I expected. I was very satisfied and it took what expected time wise to received.,,1
68,"BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes from New York's Most Talked-About Bakery: A Baking Book",5,Great desserts for gluten-free baker,Format: Hardcover,"I searched high and low for a great chocolate chip cookie recipe and FINALLY found it!
Can't wait to try other recipes from this book....",,1
