,book_title,star,title,format,review,helpful,sentiment
12,"John McLemore's ""Dadgum That's Good!""",5,I love this book and his smokers!,Format: Paperback,If you like to smoke food........ This is a great book to start with!,,1
13,"John McLemore's ""Dadgum That's Good!""",5,LOVE IT,Format: Paperback,"Read the reviews and was not sure- Glad I bought it! It had a lot of great recipes that you can use for your smoker, fryer or grill- Love the mac and cheese! I have made that several times along with the ribs and smoked salmon. Loved the stories about the family and how the business came about-",,1
14,"John McLemore's ""Dadgum That's Good!""",5,I love that he is cooking & enjoying,Format: Paperback,"ordered these for my Hubby as a go along with the new smoker that he was getting as a gift. He loves them & has made several or the recipes & gets rave reviews for his ""cooking"". I love that he is cooking & enjoying it",,1
15,"John McLemore's ""Dadgum That's Good!""",5,Very informative recipe book,Format: Paperback,This book is great. I love most of what I have seen in going through this book. Lots of valuable information and tips. Glad I bought it.,One person found this helpful,1
16,"John McLemore's ""Dadgum That's Good!""",5,Glad to have it back,Format: Paperback,I bought this as a replacement to one that wasn't returned to me. Glad to have it back.,,1
17,"John McLemore's ""Dadgum That's Good!""",4,A Little Too Fancy,Format: Paperback,"It has some good recipes, but way too fancy for us. We like more basic cooking. The history of the company was interesting.",,1
18,"John McLemore's ""Dadgum That's Good!""",5,Five Stars,Format: Paperback,Good book,,1
19,"John McLemore's ""Dadgum That's Good!""",5,Five Stars,Format: Paperback,Sooooo good in hot tea ordered 3 times,,1
20,"John McLemore's ""Dadgum That's Good!""",5,Great Book,Format: Paperback,"I got a Master-Built smoker for Christmas and immediately ordered this book. It was delivered in 3 days. I tried several smoking recipes, i.e. brisket, salmon and pork butt, they were great. I highly recommend this book and will be ordering John's other book.",,1
21,"John McLemore's ""Dadgum That's Good!""",5,Five Stars,Format: Paperback,Good cookbook. Love my Masterbuilt Smoker.,,1
45,"John McLemore's ""Dadgum That's Good!""",5,Excellent present for the hubby.,Format: Paperback,"My husband got the Masterbuilt Electric Smoker for his birthday last year. Gave him the receipe book this year. Had a delicious smoked turkey for Christmas. It was so juicy and tender. Even the breast meat which is my fav. The skin was crisp and falavorful too. Have also tried smoked sausage, ribs, and the mac and cheese. Havent been disappointed yet. Also have the Masterbuilt Turkey Fryer which you cam steam and boil in too. This book has receipes for it too. The Low Country Boil receipe was spot on for that too. Love this book and look forward to trying new receipes.",,1
46,"John McLemore's ""Dadgum That's Good!""",5,Great little cookbook.,Format: Paperback,"Quite a few different recipes. After looking at the cookbook, my husband went out and bought the smoker they recommended.(their brand, but is great) The ribs turned out great. This is a good cookbook for the man in the house.",One person found this helpful,1
47,"John McLemore's ""Dadgum That's Good!""",4,Four Stars,Format: Paperback,Fairly good addition Master Built Smoker.,,1
48,"John McLemore's ""Dadgum That's Good!""",5,Great cookbook,Format: Paperback,"A must have for the griller/smoker in the family. Well written, easy to understand. Makes you want to get out and cook something!",,1
49,"John McLemore's ""Dadgum That's Good!""",5,Five Stars,Format: Paperback,Love the recipes! I am falling in love with my smoker with the help of recipes like these.,,1
50,"John McLemore's ""Dadgum That's Good!""",5,Great recipes,Format: Paperback,Great recipes to compliment the MasterBuilt or any electric smoker. These recipes will give you a great starting point for you to deviate from.,,1
51,"John McLemore's ""Dadgum That's Good!""",5,More than I expected,Format: Paperback,"All the receipes are for either the smoker, fryer or grill. Great color photos. Easy to follow directions. As the weather warms up we are going to try a lot of them.",,1
52,"John McLemore's ""Dadgum That's Good!""",4,Good Selection of Recipes,Format: Paperback,"This is a very good companion to the Masterbuilt Turkey Fryer (plus boiler and steamer of stuff). Very detailed ""how-to"" suggestions for frying, boiling, and steaming ... plus some additional Dadgum good recipes for smoking chicken, Boston butt pork, and such. Recommended for a good read and good cooking. The only problem is to let guests see the book ... they'll start hinting for an invitation back when I try ""such and such"" from the book. But that's really a good thing.",26 people found this helpful,1
53,"John McLemore's ""Dadgum That's Good!""",5,excellent resource,Format: Paperback,"Love the book, the wonderful pictures, the chatty pages, and of course the great recipes...I've tried a few, the smoked mac and cheese is to die for!",,1
54,"John McLemore's ""Dadgum That's Good!""",5,Great cookbook!,Format: Paperback,Gift for my husband for xmas. Bought him the smoker so can't wait to try out all the good recipes. Recipes look very inviting.,One person found this helpful,1
67,"John McLemore's ""Dadgum That's Good!""",5,That's Good,Format: Paperback,"A great cookbook not only for smoker, but fryer, oven, great receipies with helpful hints that can make anyone look like a good cook.",,1
68,"John McLemore's ""Dadgum That's Good!""",5,Great cookbook,Format: Paperback,Got a deep fryer for our Thanksgiving turkey and decided we needed to have this cookbook for later cooking...great and easy to use.,,1
69,"John McLemore's ""Dadgum That's Good!""",5,Great book,Format: Paperback,I got this book for my smoker and I needed to know how to smoke Boston Butt and brisket. It is great.,,1
70,"John McLemore's ""Dadgum That's Good!""",4,good food...,Format: Paperback,...easily explained. Easy-to-follow recipes with good results. What's not to like? Glad we purchased the extras with the deep fryer.,,1
71,"John McLemore's ""Dadgum That's Good!""",5,Five Stars,Format: Paperback,"excellent tips, and information",,1
72,"John McLemore's ""Dadgum That's Good!""",5,some good recipes in this book,Format: Paperback,"God Darn, some good recipes in this book! Dadgum real GOOD! :)",,1
73,"John McLemore's ""Dadgum That's Good!""",4,Four Stars,Format: Paperback,good book. I though it was all about smoking but has some content I won't use,,1
74,"John McLemore's ""Dadgum That's Good!""",5,SMOKING GOOD!,Format: Paperback,I like all the recipes and smoking tips as I am new to smoke cooking. Everything i tried has been terrific.,,1
75,"John McLemore's ""Dadgum That's Good!""",4,Enjoyed,Format: Paperback,"I thought the other book of his was more informative. I still enjoyed this one. He had some great grilling recipes, also.",,1
76,"John McLemore's ""Dadgum That's Good!""",5,Great,Format: Paperback,The recipes are great and easy. I need something like this for just being a beginner. Can't wait to get the second book.,,1
78,"John McLemore's ""Dadgum That's Good!""",4,Four Stars,Format: Paperback,"good recipes, gave to son for his collection",,1
79,"John McLemore's ""Dadgum That's Good!""",5,Five Stars,Format: Paperback,Great product. Easy transaction.,,1
80,"John McLemore's ""Dadgum That's Good!""",5,Five Stars,Format: Paperback,Great,,1
81,"John McLemore's ""Dadgum That's Good!""",5,Five Stars,Format: Paperback,fantastic shape love it,,1
82,"John McLemore's ""Dadgum That's Good!""",5,good book,Format: Paperback,we have their smoker so wanted some guide lines for use. the smoker has been great this I think will help to make it even better success.,,1
83,"John McLemore's ""Dadgum That's Good!""",5,Five Stars,Format: Paperback,"Great book, great recipes!!",,1
84,"John McLemore's ""Dadgum That's Good!""",5,Five Stars,Format: Paperback,My husband likes this book!,,1
85,"John McLemore's ""Dadgum That's Good!""",4,Four Stars,Format: Paperback,GOOD RECIPES.,,1
86,"John McLemore's ""Dadgum That's Good!""",4,Good Recipes,Format: Paperback,It is a good book to buy for those looking for good recipes and something new to try. Not much more to say about it.,,1
87,"John McLemore's ""Dadgum That's Good!""",4,good book refer to it a lot,Format: Paperback,"good book
refer to it a lot",,1
89,"John McLemore's ""Dadgum That's Good!""",5,Just what I wanted,Format: Paperback,"Really great recipes and they are down to earth yet with flair,, mostly got it for the smoker but hubby has used some ideas out of the bbg.",,1
90,"John McLemore's ""Dadgum That's Good!""",4,Four Stars,Format: Paperback,It was a present for my father. He's enjoying all the different recipes.,,1
91,"John McLemore's ""Dadgum That's Good!""",5,Dadgum Good!!!!,Format: Paperback,Great book to go with the Masterbuilt electric smoker. Ribs are amazing!!!,,1
92,"John McLemore's ""Dadgum That's Good!""",4,Very interesting ideas>,Format: Paperback,"Having been given a turkey fryer for Christmas, this book certainly came in handy. I had not idea how to use a turkey fryer, but this is a VERY helpful book. Not only is there turkey recipes, is lots of others ideas for turkey fryers. Have enjoyed it.",,1
93,"John McLemore's ""Dadgum That's Good!""",5,Great Recipes!,Format: Paperback,"The book has numerous recipes, with easy to follow directions. I've tried three recipes out and have been satisfied with all of them so far.",,1
94,"John McLemore's ""Dadgum That's Good!""",5,Great book,Format: Paperback,Ordered both of his books a must for the person who grills or does smoking. Great recipies and easy to follow.,,1
95,"John McLemore's ""Dadgum That's Good!""",5,Five Stars,Format: Paperback,good book,,1
96,"John McLemore's ""Dadgum That's Good!""",5,Five Stars,Format: Paperback,great recipes!,,1
97,"John McLemore's ""Dadgum That's Good!""",5,YUMMY FOR THE TUMMY!,Format: Paperback,"We have looked it over and really want to try a lot of things when the weather is nicer. Maybe even sooner.
Even my HUSBAND was Impressed. And that is a compliment! You won't be sorry if you order one.
LUV & HUGS",One person found this helpful,1
98,"John McLemore's ""Dadgum That's Good!""",5,Five Stars,Format: Paperback,Good book,,1
111,"John McLemore's ""Dadgum That's Good!""",5,Dadgum good cookbook!,Format: Paperback,I have tried a few of the unique recipes like the Tandoori Chicken and the Smoked Trout Bruschetta. The chicken was good and the Trout was great. I am looking forward to the next fishing trip now so I can smoke some more trout!,,1
112,"John McLemore's ""Dadgum That's Good!""",5,"""Dadgum, That's Good!"" Cookbook",Format: Paperback,"My husband brought an electric smoker and needed a cookbook for idea's on good recipes for it. I saw this book advertised somewhere else. I knew that I could get a better price for the book through Amazon. We have tried some of the recipes. Very good!!

I am pleased with the book and with Amazon.",2 people found this helpful,1
113,"John McLemore's ""Dadgum That's Good!""",5,Good stuff,Format: Paperback,Lots of good recipes and stories. Have used it every weekend for ideas on cooking the same meat different ways. The electric smoker is unbelievably easy.,,1
114,"John McLemore's ""Dadgum That's Good!""",5,Ideas Ideas Ideas,Format: Paperback,"Love this! So many ideas, so many different ways to prepare a variety of foods. I still indulge in the fattening fried recipes, so this is an excellent choice and a highly recommended selection for me.",,1
115,"John McLemore's ""Dadgum That's Good!""",5,Five Stars,Format: Paperback,Thanks!,,1
116,"John McLemore's ""Dadgum That's Good!""",5,Great down to earth cookbook,Format: Paperback,"This is a good cookbook for beginners or professionals, down to earth recipes that most anyone would enjoy. Not so full of fancy recipes that you would want to show off on television. Our family and friends have really enjoyed this one.",,1
117,"John McLemore's ""Dadgum That's Good!""",5,Tried,Format: Paperback,"We tried some of the recipes and they are wonderful and tasty.
Could not get this on QVC any more.",,1
118,"John McLemore's ""Dadgum That's Good!""",5,Great food from the smoker!,Format: Paperback,"If you have a smoker, this is a must have cookbook. The recipes are delicious, easy to follow, and allow you to get the most out of your product. I have tried many of the recipes and have not been disappointed yet. Well worth the money!",,1
119,"John McLemore's ""Dadgum That's Good!""",5,Five Stars,Format: Paperback,Love it,,1
120,"John McLemore's ""Dadgum That's Good!""",5,Anticipation!,Format: Paperback,Haven't had the opportunity to use the cookbook since I received but know there are several recipes I want to try. Am Sure my neighbors will love it since they always get to share.,,1
122,"John McLemore's ""Dadgum That's Good!""",5,Great Book!,Format: Paperback,You will find everything you need in this book for great cooking. The photos are also great. The words tell everything also!,,1
123,"John McLemore's ""Dadgum That's Good!""",5,Great Book,Format: Paperback,Wonderful recipes and tips. The pictures are great. I really like the section on smoking foods in the electric smoker I purchased. Very helpful to even the experienced cook.,,1
124,"John McLemore's ""Dadgum That's Good!""",5,Great book. Everyone with a Mastercraft smoker should get ...,Format: Paperback,Great book. Everyone with a Mastercraft smoker should get one,One person found this helpful,1
125,"John McLemore's ""Dadgum That's Good!""",4,easy use recepies,Format: Paperback,Recipies turned out just like the book said it would.Very easy to understand.Will be trying many more.Our New England dinner was perfect.,,1
126,"John McLemore's ""Dadgum That's Good!""",5,Love this book,Format: Paperback,Got some really good ideas and recipes in this book. Can't wait for barbcue season to get here. I know we will use the recipes.,,1
127,"John McLemore's ""Dadgum That's Good!""",4,cookbook recommendation,Format: Paperback,"Unfortunately I have only been able to use the book twice, but both times the recipes were great, the bake macaroni came out great and so did the ham......I recommend the book...",8 people found this helpful,1
128,"John McLemore's ""Dadgum That's Good!""",5,The title is perfect.,Format: Paperback,"Love to cook, entertain and eat, so all these are new to me and wonderful. Bought both John's books and use them all the time.",,1
129,"John McLemore's ""Dadgum That's Good!""",5,Great cookbook,Format: Paperback,I really have loved this cookbook. I would recommend this to anyone who loves to cook. It has something for everyone.,,1
130,"John McLemore's ""Dadgum That's Good!""",5,"Got the smoker, need the book",Format: Paperback,We own the smoker. The book has great recipies,,1
131,"John McLemore's ""Dadgum That's Good!""",5,Info for the beginner smoker,Format: Paperback,My husband received a smoker as a Christmas gift and is teaching himself. This book came recommended and is proven to be very helpful.,,1
155,"John McLemore's ""Dadgum That's Good!""",5,"It is ""Dadgum"" good food",Format: Paperback,Everything we have cooked so far has been very good. I have bought my dad and my sisters this cookbook. If you liked grilled or smoked foods this is the cookbook for you!!!,3 people found this helpful,1
156,"John McLemore's ""Dadgum That's Good!""",5,Five Stars,Format: Paperback,Great Book,,1
157,"John McLemore's ""Dadgum That's Good!""",5,Five Stars,Format: Paperback,Really like this cookbok,,1
158,"John McLemore's ""Dadgum That's Good!""",5,'Dadgum That's Good' recipe book,Format: Paperback,"Good mix of recipes. Bought as a gift for a son that likes to cook. Why are more words needed?

.",One person found this helpful,1
159,"John McLemore's ""Dadgum That's Good!""",4,Deep Frying,Format: Paperback,I was looking for recipes for my new turkey cooker and was directed to this cookbook. We have tried several of the recipes and have found them to be quite good. I recommend it.,,1
160,"John McLemore's ""Dadgum That's Good!""",5,YUM!!,Format: Paperback,love all the recipes!!! perfect for our brand new smoker!! can't wait to try all of the recipes!!! everything looks so good!!!,,1
161,"John McLemore's ""Dadgum That's Good!""",5,Informative!!,Format: Paperback,We enjoy all of the explanations in the book. We haven't found a recipe we have tried and didn't like.,,1
162,"John McLemore's ""Dadgum That's Good!""",5,I love it.,Format: Paperback,Yes it did .you cough me smoking a Butt.I love it.,,1
163,"John McLemore's ""Dadgum That's Good!""",5,unique cooking guide,Format: Paperback,i like the way he put cook time an recepies so they could be most convenient an so much to specific time as to cooking exact time as on cook book,,1
164,"John McLemore's ""Dadgum That's Good!""",5,John did an excelent job with his cook book.,Format: Paperback,"There are some good recipies for the turkey fryer, but I just haven't had a chance to try them yet.",,1
177,"John McLemore's ""Dadgum That's Good!""",5,Best Smoker Recipes!!!,Format: Paperback,"I bought this cookbook for my husband to go along with his MasterBuilt smoker Christmas present. His first use of the smoker was Prime Rib and the Macaroni and Cheese from this recipe book. It was outstanding and everyone loved it. Next on the agenda for the smoker will be the pork butt, baked beans and stuffed cabbage. I also will be looking forward to trying some of the recipes for the ""turkey"" fryer and the grill. This is a great outdoor cooking recipe book!",14 people found this helpful,1
178,"John McLemore's ""Dadgum That's Good!""",4,Four Stars,Format: Paperback,five stars,,1
179,"John McLemore's ""Dadgum That's Good!""",5,"John McLemore's ""Dadgum That's Good!""",Format: Paperback,I ordered this cookbook for my mother & she loves it. It has a lot of pictures in it also and delicious recipes.,,1
180,"John McLemore's ""Dadgum That's Good!""",5,"""Dadgum That's Good!""",Format: Paperback,A Father's Day gift for our son-in-law who already is a great griller/smoker so this gives him even more ideas to go on. He loved it!,,1
181,"John McLemore's ""Dadgum That's Good!""",5,Dadgum That's Good,Format: Paperback,I did not read this cookbook as it was a gift for my son for Father's Day. I had given him the Electric Smoker for Christmas and the Cookbook for a later date. I hope he will have a good time with the recipes.,,1
182,"John McLemore's ""Dadgum That's Good!""",5,Great recipes for Smokers!!,Format: Paperback,"This book was a christmas gift for my husband. I also got him a Masterbuilt Smoker and wanted him to have some recipes to start with. John McLemore's family is ""Masterbuilt Smoker"" so I knew he would have some good recipes. We weren't disappointed. The recipes were easy to follow and the results were absolutely wonderful. He also gives you tips on using the smoker, which is a big help if you are new to the smoking world. This was a great buy.",,1
183,"John McLemore's ""Dadgum That's Good!""",5,The recipes on how to smoke food are easily read and the food comes out as good as ...,Format: Paperback,The recipes on how to smoke food are easily read and the food comes out as good as it sounds.,,1
184,"John McLemore's ""Dadgum That's Good!""",5,WOW! This cookbook is the BEST!,Format: Paperback,"I love this book!I love the recipes and photos! I have made the smoked prime rib (to die for), mediterranean pepper salad and the salmon chowder (I cheated and used store bought smoked salmon). I'm not an experienced cook, but these recipes made me a hero. I'll be giving this book as gifts for sure.",21 people found this helpful,1
185,"John McLemore's ""Dadgum That's Good!""",4,mmm good!,Format: Paperback,"This is a dandy cookbook which has many types of dishes and many ways to cook your meals.
Good for creativity and you won't get bored preparing meals.",3 people found this helpful,1
186,"John McLemore's ""Dadgum That's Good!""",5,Five Stars,Format: Paperback,"Excellent recipes, I have tried several so far and they were delicious.",,1
205,"John McLemore's ""Dadgum That's Good!""",2,"Maybe my expections were too high, but I was not real pleased with this cookbook",Format: Paperback,"Maybe my expections were too high, but I was not real pleased with this cookbook. I really thought it would be a nice one as we have just purchased the Masterbuilt 40"" Electric Smoker. Love the smoker, but don't need this cookbook, just use some of your usual marinade recipes or rubs and wing it..",One person found this helpful,0
206,"John McLemore's ""Dadgum That's Good!""",3,smoker,Format: Paperback,"not enough recipes or instruction on the smoker, wld have liked more how to smoke with more everyday receipes
..",One person found this helpful,0
207,"John McLemore's ""Dadgum That's Good!""",3,John McLemore's Dadgum that's Good,Format: Paperback,The book is not exactly what I expected. I thought there would be more different lip smacking recipes than in other cookbooks but it has the same similar recipes.,,0
208,"John McLemore's ""Dadgum That's Good!""",3,Some good recipes,Format: Paperback,"It was pretty good, but I'm dissapointed in it overall. I followed a recipe,using my Masterbuilt smoker, that said cook to a temp of 160, and it was not done enough at all.",2 people found this helpful,0
209,"John McLemore's ""Dadgum That's Good!""",3,Nice Pictures - limited info,Format: Paperback,"Filled with Masterbuilt product specifics. Some good info, but very limited. Covers the entire Masterbuilt product line. This is more of a coffee table book than a cookbook!!",,0
210,"John McLemore's ""Dadgum That's Good!""",3,not what I expected,Format: Paperback,almost a 200 page ad for his cooking products. I wanted a cook book not a copy of some ones life story/history.,,0
211,"John McLemore's ""Dadgum That's Good!""",3,So so!,Format: Paperback,The wife wanted this book and it has recipes but to me nothing outstanding. Go for the Betty Crocker cook book.,,0
212,"John McLemore's ""Dadgum That's Good!""",3,Dadgum,Format: Paperback,"Has some good recipes, but really want book with a lot more recipes. At least $ was right on AZ",,0
213,"John McLemore's ""Dadgum That's Good!""",3,Three Stars,Format: Paperback,its ok,,0
214,"John McLemore's ""Dadgum That's Good!""",3,PRETTY GOOD...,Format: Paperback,FOUND SOME IN THIS BOOK THAT WERE GOOD... YOU WILL HAVE TO TRY FOR YOURSELF AND FIND THE ONES THAT YOUR FAMILY ENJOYS...,,0
249,"John McLemore's ""Dadgum That's Good!""",3,Where's the chart?,Format: Paperback,I bought the Masterbuilt Smoker and the Dadgum that's Good cookbook. We already had an older smoker so was looking for newer recipes. Very disappointed that John did not include a chart for cooking temps and times. I do a lot of turkey breasts and whole turkeys but he didn't include this fowl anywhere. Very few recipes in this book will be used in my household.,One person found this helpful,0
250,"John McLemore's ""Dadgum That's Good!""",1,Only good if you want to buy special machines.,Format: Paperback,"I stumbled onto this book and thought it would be an interesting gift for my son in law but I was very surprised that the book seems to be limited to recipes for one type of grill and one type of smoker and nearly half of the book is about a turkey fryer. My son in law was born and raised in Texas and has a real grill, nothing like the electric one these recipes are for.

Amazon should update this book page to more clearly state that this book requires certain machines to use. All it and all the cover says is that the recipes are for grilling, smokeing, frying, boiling and steaming. Even the boiling recipes are written with directions to be prepared in a turkey frying machine! Boiling on the stove works just fine for me and pretty much the rest of the people in this world.

I am sure some of these recipes could be figured out to cook in more normal ways but the way things are written, this seems more like a book of advertisements for machines than real recipes.",18 people found this helpful,0
251,"John McLemore's ""Dadgum That's Good!""",3,... grill so some of the recipes are not so easy with a regular grill,Format: Paperback,Its written specifically for a smoker grill so some of the recipes are not so easy with a regular grill. The book is OK - but I would not have bought it if I knew how it was written.,,0
253,"John McLemore's ""Dadgum That's Good!""",3,Where's the chart?,Format: Paperback,I bought the Masterbuilt Smoker and the Dadgum that's Good cookbook. We already had an older smoker so was looking for newer recipes. Very disappointed that John did not include a chart for cooking temps and times. I do a lot of turkey breasts and whole turkeys but he didn't include this fowl anywhere. Very few recipes in this book will be used in my household.,One person found this helpful,0
254,"John McLemore's ""Dadgum That's Good!""",1,Only good if you want to buy special machines.,Format: Paperback,"I stumbled onto this book and thought it would be an interesting gift for my son in law but I was very surprised that the book seems to be limited to recipes for one type of grill and one type of smoker and nearly half of the book is about a turkey fryer. My son in law was born and raised in Texas and has a real grill, nothing like the electric one these recipes are for.

Amazon should update this book page to more clearly state that this book requires certain machines to use. All it and all the cover says is that the recipes are for grilling, smokeing, frying, boiling and steaming. Even the boiling recipes are written with directions to be prepared in a turkey frying machine! Boiling on the stove works just fine for me and pretty much the rest of the people in this world.

I am sure some of these recipes could be figured out to cook in more normal ways but the way things are written, this seems more like a book of advertisements for machines than real recipes.",18 people found this helpful,0
255,"John McLemore's ""Dadgum That's Good!""",3,... grill so some of the recipes are not so easy with a regular grill,Format: Paperback,Its written specifically for a smoker grill so some of the recipes are not so easy with a regular grill. The book is OK - but I would not have bought it if I knew how it was written.,,0
257,"John McLemore's ""Dadgum That's Good!""",3,Where's the chart?,Format: Paperback,I bought the Masterbuilt Smoker and the Dadgum that's Good cookbook. We already had an older smoker so was looking for newer recipes. Very disappointed that John did not include a chart for cooking temps and times. I do a lot of turkey breasts and whole turkeys but he didn't include this fowl anywhere. Very few recipes in this book will be used in my household.,One person found this helpful,0
258,"John McLemore's ""Dadgum That's Good!""",1,Only good if you want to buy special machines.,Format: Paperback,"I stumbled onto this book and thought it would be an interesting gift for my son in law but I was very surprised that the book seems to be limited to recipes for one type of grill and one type of smoker and nearly half of the book is about a turkey fryer. My son in law was born and raised in Texas and has a real grill, nothing like the electric one these recipes are for.

Amazon should update this book page to more clearly state that this book requires certain machines to use. All it and all the cover says is that the recipes are for grilling, smokeing, frying, boiling and steaming. Even the boiling recipes are written with directions to be prepared in a turkey frying machine! Boiling on the stove works just fine for me and pretty much the rest of the people in this world.

I am sure some of these recipes could be figured out to cook in more normal ways but the way things are written, this seems more like a book of advertisements for machines than real recipes.",18 people found this helpful,0
259,"John McLemore's ""Dadgum That's Good!""",3,... grill so some of the recipes are not so easy with a regular grill,Format: Paperback,Its written specifically for a smoker grill so some of the recipes are not so easy with a regular grill. The book is OK - but I would not have bought it if I knew how it was written.,,0
261,"John McLemore's ""Dadgum That's Good!""",3,Where's the chart?,Format: Paperback,I bought the Masterbuilt Smoker and the Dadgum that's Good cookbook. We already had an older smoker so was looking for newer recipes. Very disappointed that John did not include a chart for cooking temps and times. I do a lot of turkey breasts and whole turkeys but he didn't include this fowl anywhere. Very few recipes in this book will be used in my household.,One person found this helpful,0
262,"John McLemore's ""Dadgum That's Good!""",1,Only good if you want to buy special machines.,Format: Paperback,"I stumbled onto this book and thought it would be an interesting gift for my son in law but I was very surprised that the book seems to be limited to recipes for one type of grill and one type of smoker and nearly half of the book is about a turkey fryer. My son in law was born and raised in Texas and has a real grill, nothing like the electric one these recipes are for.

Amazon should update this book page to more clearly state that this book requires certain machines to use. All it and all the cover says is that the recipes are for grilling, smokeing, frying, boiling and steaming. Even the boiling recipes are written with directions to be prepared in a turkey frying machine! Boiling on the stove works just fine for me and pretty much the rest of the people in this world.

I am sure some of these recipes could be figured out to cook in more normal ways but the way things are written, this seems more like a book of advertisements for machines than real recipes.",18 people found this helpful,0
263,"John McLemore's ""Dadgum That's Good!""",3,... grill so some of the recipes are not so easy with a regular grill,Format: Paperback,Its written specifically for a smoker grill so some of the recipes are not so easy with a regular grill. The book is OK - but I would not have bought it if I knew how it was written.,,0
265,"John McLemore's ""Dadgum That's Good!""",3,Where's the chart?,Format: Paperback,I bought the Masterbuilt Smoker and the Dadgum that's Good cookbook. We already had an older smoker so was looking for newer recipes. Very disappointed that John did not include a chart for cooking temps and times. I do a lot of turkey breasts and whole turkeys but he didn't include this fowl anywhere. Very few recipes in this book will be used in my household.,One person found this helpful,0
266,"John McLemore's ""Dadgum That's Good!""",1,Only good if you want to buy special machines.,Format: Paperback,"I stumbled onto this book and thought it would be an interesting gift for my son in law but I was very surprised that the book seems to be limited to recipes for one type of grill and one type of smoker and nearly half of the book is about a turkey fryer. My son in law was born and raised in Texas and has a real grill, nothing like the electric one these recipes are for.

Amazon should update this book page to more clearly state that this book requires certain machines to use. All it and all the cover says is that the recipes are for grilling, smokeing, frying, boiling and steaming. Even the boiling recipes are written with directions to be prepared in a turkey frying machine! Boiling on the stove works just fine for me and pretty much the rest of the people in this world.

I am sure some of these recipes could be figured out to cook in more normal ways but the way things are written, this seems more like a book of advertisements for machines than real recipes.",18 people found this helpful,0
267,"John McLemore's ""Dadgum That's Good!""",3,... grill so some of the recipes are not so easy with a regular grill,Format: Paperback,Its written specifically for a smoker grill so some of the recipes are not so easy with a regular grill. The book is OK - but I would not have bought it if I knew how it was written.,,0
269,"John McLemore's ""Dadgum That's Good!""",3,Where's the chart?,Format: Paperback,I bought the Masterbuilt Smoker and the Dadgum that's Good cookbook. We already had an older smoker so was looking for newer recipes. Very disappointed that John did not include a chart for cooking temps and times. I do a lot of turkey breasts and whole turkeys but he didn't include this fowl anywhere. Very few recipes in this book will be used in my household.,One person found this helpful,0
